,document,score,review_score,most_words,Pos_Neu_Neg
47,육수넣은 비냉도 엄청 매움. 매운 거 못먹는 사람은 물냉추천~ㅋ,3.5,0.8851,"[('육수', 1), ('비냉', 1), ('움', 1), ('매운', 1), ('거', 1), ('사람', 1), ('물냉', 1), ('추천', 1)]",긍정
48,진짜 매우 엄청 매워요... 매운거 못드시는 분은 물냉면 먹으라는 팁들을 꼭 따르시길. 그래도 혹시나 해서 비빔냉면 시켰다가 정신이 혼미해지는 경험을 했어요 @_@,3.5,0.9077,"[('진짜', 1), ('매우', 1), ('매워요', 1), ('매운거', 1), ('분', 1), ('물냉면', 1), ('팁', 1), ('꼭', 1), ('혹시', 1), ('비빔냉면', 1)]",긍정
49,이집냉면 겁나먀워요,4.0,0.5715,"[('이집', 1), ('냉면', 1), ('겁나먀워', 1)]",중립
50,비빔냉면 좀 들 맵게 먹는방법-육수넣은 비빔을 시켜서 설탕 한스픈 반 쫌 안되게 넣어 먹음 그나마 쫌 들맵습니당.,4.0,0.2544,"[('쫌', 2), ('비빔냉면', 1), ('좀', 1), ('맵', 1), ('방법', 1), ('육수', 1), ('비빔', 1), ('설탕', 1), ('한스', 1), ('픈', 1)]",부정
51,가격이 아직도 4000원,3.5,0.4806,"[('가격', 1)]",중립
52,뭐 이쯤이야 기본...맛있게 먹을 정도의 매운맛 ..근데 다흔 손님들 울고 있음 땀이 폭포수임  왜?,3.5,0.6607,"[('뭐', 1), ('이쯤', 1), ('기본', 1), ('맛있게', 1), ('정도', 1), ('매운', 1), ('맛', 1), ('손님', 1), ('울', 1), ('있음', 1)]",긍정
53,매운가좋아하는사람으로써엽떡보다덜매움. 게다가맛도별로... 하아...,4.0,0.0347,"[('매운가', 1), ('좋아하는', 1), ('사람', 1), ('엽', 1), ('떡보', 1), ('움', 1), ('게다가', 1), ('맛', 1), ('별로', 1)]",부정
54,물냉면 여러모로 깔끔했던 것 같아요,4.0,0.9583,"[('물냉면', 1), ('모로', 1), ('깔끔했던', 1), ('것', 1), ('같아요', 1)]",긍정
55,매운 맛 좋아하는 나 이지만 오로지 매운 맛만 으로는 내 입맛을 사로잡긴... 정말 매운맛이 사무칠땐 좋을듯,4.0,0.753,"[('매운', 3), ('맛', 3), ('좋아하는', 1), ('나', 1), ('내', 1), ('입맛', 1), ('정말', 1), ('땐', 1), ('좋을듯', 1)]",긍정
56,완전조아 ㅋ,4.0,0.7471,"[('완전', 1)]",긍정
57,냉면 4000원으로 인상!,3.5,0.6903,"[('냉면', 1), ('인상', 1)]",긍정
58,난 비냉 너무매워서 항상 물냉먹음ㅋ,3.5,0.8986,"[('난', 1), ('비냉', 1), ('매워서', 1), ('항상', 1), ('물냉', 1), ('먹음', 1)]",긍정
59,완전 매력매력 :-),4.0,0.985,"[('매력', 2), ('완전', 1)]",긍정
60,난여기냉면매워,4.0,0.7429,"[('난', 1), ('여기', 1), ('냉면', 1), ('매워', 1)]",긍정
61,NOT BAD,4.0,0.4542,[],중립
62,멀리서 와서 먹을정도까진 아닌데 동네주민인 저는 종종 갈듯!,3.0,0.6028,"[('멀리', 1), ('정도', 1), ('아닌데', 1), ('주민', 1), ('저', 1), ('종종', 1)]",중립
63,언제부터인가 포장도 가능합니다,3.5,0.3149,"[('부터', 1), ('포장', 1), ('가능합니다', 1)]",부정
64,어릴 때는 가끔 먹었는데 먹어본지 10년 넘은 것 같네요. 매운 맛이 일품이었는데 너무 매워서 싫다는 사람고 많았죠,3.5,0.9328,"[('때', 1), ('가끔', 1), ('것', 1), ('같네요', 1), ('매운', 1), ('맛', 1), ('일품', 1), ('매워서', 1), ('싫다는', 1), ('사람', 1)]",긍정
65,비빔냉면 3500 물냉면 3500 사리 1000 비냉 너무 맵다 하시는분은 육수넣은 비냉 추천합니다.,4.0,0.6167,"[('비냉', 2), ('비빔냉면', 1), ('물냉면', 1), ('사리', 1), ('분', 1), ('육수', 1), ('추천', 1)]",중립
66,매운거 잘 못드시는 분은 육수 넣은 비빕냉면 드셔도 됩니다.,4.0,0.814,"[('매운거', 1), ('분', 1), ('육수', 1), ('냉면', 1)]",긍정
0,"건강한 웰빙 식단이에요 다이어트할때, 외식메뉴로 자주 찾는 집인데 배불리 먹어도 부담이 없어 좋아요. 굴이 가득 든 매생이굴전도 재료맛에 집중할 수 있어 좋았구요. 새 하얀 순두부에 간장넣어 후루룩 먹으면 뜨끈하면서도 고소한 맛이.. 감기걸렸을때도 추천하는 집 이에요 두부비빔밥도 맛있다 하는데 다음엔 도전해봐야겠네요~~~ 예술의전당에서 굉장히 가깝습니다!",3.0,0.9541,"[('때', 2), ('집', 2), ('맛', 2), ('건강한', 1), ('웰빙', 1), ('식단', 1), ('다이어트', 1), ('외식', 1), ('메뉴', 1), ('자주', 1)]",긍정
1,순두부 괜찮아요. 근데 뚝배기가 더,3.5,0.7192,"[('순두부', 1), ('괜찮아요', 1), ('뚝배기', 1), ('더', 1)]",긍정
2,서울에 몇 없는 순두부 맛집~,4.0,0.5551,"[('서울', 1), ('몇', 1), ('없는', 1), ('순두부', 1), ('맛집', 1)]",중립
3,평소에 두부 요리를 좋아해서 자주 가는데 진짜 자연식 순두부는 부드럽고 고소한 맛 중독적이에요. 처음엔 아무런 양념 없이 먹다가 반 정도 남았을 때 간장 양념 올려 먹으면 더 맛나요!,3.0,0.9639,"[('맛', 2), ('양념', 2), ('평소', 1), ('두부', 1), ('요리', 1), ('좋아해서', 1), ('자주', 1), ('진짜', 1), ('자연', 1), ('순두부', 1)]",긍정
4,건강해 지는 맛. 자연 순두부 맛.,3.0,0.8994,"[('맛', 2), ('건강해', 1), ('자연', 1), ('순두부', 1)]",긍정
5,두부비빔밥완전최고!! 집에서 재료비슷하게 사서 따라해먹어봤는데 그맛이안나요 ㅠㅠㅠㅠㅠㅠㅠㅠ 장맛자체가달라서 이제 두부비빔밥은 여기서만…,5.0,0.9445,"[('두부', 2), ('비빔밥', 2), ('완전', 1), ('최고', 1), ('집', 1), ('재료', 1), ('비슷하게', 1), ('사서', 1), ('해먹', 1), ('맛', 1)]",긍정
6,두부전문점이다보니 부모님과 외식하러 종종가요. 담백하면서도 은근히 간도적절이베어있는지라 물리는감없이 먹기좋았어요 ! 워낙에 유명하다보니 주말에는 바글바글합니다,3.0,0.9853,"[('두부', 1), ('전문점', 1), ('부모님', 1), ('외식', 1), ('종종', 1), ('가요', 1), ('담백하면서도', 1), ('은근', 1), ('간도', 1), ('적절', 1)]",긍정
7,다이어트음식으로도 훌륭한 두부요리맛집 ^^~ 다이어트전에도 두부를 즐겨먹어서 저에겐 싫어할이유가없는맛집이랍니다 ㅎㅎ 먹으면서 건강함도 갖고싶다면 백년옥 추천드려요~!,3.5,0.991,"[('다이어트', 2), ('두부', 2), ('맛집', 2), ('음식', 1), ('훌륭한', 1), ('요리', 1), ('전', 1), ('저', 1), ('싫어할', 1), ('이유', 1)]",긍정
8,전반적으로 자극적인음식이 적어서 속편하게 식사하기좋은맛집이라생각함. 초딩입맛이신 분들에겐 어려울수도있는 맛집?ㅋㅋㅋ,3.5,0.9025,"[('맛집', 2), ('전반', 1), ('자극', 1), ('음식', 1), ('속편', 1), ('식사', 1), ('좋은', 1), ('생각', 1), ('함', 1), ('초딩', 1)]",긍정
9,두부요리 전문점이라 콩비지가 단백하니 맛있습니다,4.0,0.778,"[('두부', 1), ('요리', 1), ('전문점', 1), ('콩', 1), ('비지', 1), ('단백', 1), ('맛있습니다', 1)]",긍정
10,"예술의 전당 맛집하면 10명의 7이상은 ""백년옥"" 인듯 ㅎㅎㅎㅎ 부담없는 식사에 굿",5.0,0.988,"[('예술', 1), ('전당', 1), ('맛집', 1), ('명의', 1), ('이상은', 1), ('백년', 1), ('옥', 1), ('부담', 1), ('없는', 1), ('식사', 1)]",긍정
11,방송에도 여러 번 나왔던 곳 본관 말고 별관도 있어요! ㅎㅎㅎㅎ  서로 멀지않은 거리임 맛은 설명안해도 됨.엄청나게  맛있음,4.0,0.9249,"[('방송', 1), ('여러', 1), ('번', 1), ('곳', 1), ('본관', 1), ('별관', 1), ('있어요', 1), ('서로', 1), ('멀지', 1), ('거리', 1)]",긍정
12,"아직 두서번째 다니는 초짜 이지만, 먹으면 먹을수록 더욱더 빠져드는 맛에 중독",5.0,0.9857,"[('두서', 1), ('초', 1), ('더욱더', 1), ('맛', 1), ('중독', 1)]",긍정
13,깔끔한 한끼식사 하려면  적극추천! 요리 하나하나 정성들어서 먹으면서 감탄했습니다,4.0,0.9946,"[('하나', 2), ('깔끔한', 1), ('끼', 1), ('식사', 1), ('적극', 1), ('추천', 1), ('요리', 1), ('정성', 1), ('감탄', 1)]",긍정
14,순두부 뒈박..!!!!!!! 직접만드는 거같던데 ㅋ 뽀이얀 순두부 으악 또먹구싶돵..,4.0,0.3146,"[('순두부', 2), ('뒈박', 1), ('직접', 1), ('거', 1), ('같던데', 1), ('뽀이얀', 1), ('또', 1), ('돵', 1)]",부정
15,부모님따라 왔다가 제가더 자주오는 곳이 되었습니다 ㅎㅎㅎ 음식이 깔끔해요!,5.0,0.9881,"[('부모님', 1), ('제', 1), ('자주', 1), ('곳', 1), ('음식', 1), ('깔끔해요', 1)]",긍정
16,찌개 안에 내용물도 조잡하지도 않고 딱 몇가지! 그래도 그런 깔끔함에 빠져든 곳,4.0,0.9831,"[('찌개', 1), ('안', 1), ('내용물', 1), ('조잡하지도', 1), ('가지', 1), ('그런', 1), ('깔끔함에', 1), ('곳', 1)]",긍정
17,비지찌개가 생각나면 백년옥을 떠오릅니다  다른곳은 그냥 비지라면 백년옥은 topㅋㅋㅋ,5.0,0.0815,"[('비지', 2), ('백년', 2), ('옥', 2), ('찌개', 1), ('곳', 1), ('그냥', 1), ('라면', 1)]",부정
18,두부가 생각날 때 가끔 갑니다. 25년 전통맛집으로 소문났던데..그래서 사람이 개많음..ㅠ 글고 좌식이라 좀 협소하고 불편하긴한데.. 그래도 맛있어서 갑니다.,4.0,0.9158,"[('두부', 1), ('때', 1), ('가끔', 1), ('전통', 1), ('맛집', 1), ('사람', 1), ('개', 1), ('많음', 1), ('글', 1), ('좌', 1)]",긍정
19,"밑반찬도 3~4가지였나 소박하지만, 음식을 먹고나선 편한마음을 얻고 간 곳",3.0,0.9707,"[('밑반찬', 1), ('소박하지만', 1), ('음식', 1), ('나선', 1), ('편한', 1), ('마음', 1), ('간', 1), ('곳', 1)]",긍정
20,"두부요리전문점이라 그런지 두부요리뿐이지만 맛있는 요리들에, 편식하는  아이들도 잘먹더라구요",4.0,0.9409,"[('요리', 3), ('두부', 2), ('전문점', 1), ('그런지', 1), ('맛있는', 1), ('편식', 1), ('아이', 1)]",긍정
21,직접만든 두부이다보니 일반적인 식당에서 먹는것과는 맛이 확실히 달랐어요 이게 두부구나 ..ㅎㅎㅎ 라는,5.0,0.9052,"[('두부', 2), ('직접', 1), ('일반', 1), ('식당', 1), ('맛', 1), ('확실히', 1), ('달랐어요', 1), ('이', 1), ('구나', 1)]",긍정
22,오랜 전통이 느껴지는 맛집이예요 ㅎㅎ 주 재료는 두부이지만 요리는 정말 다양함!,3.0,0.985,"[('전통', 1), ('맛집', 1), ('주', 1), ('재료', 1), ('두부', 1), ('요리', 1), ('정말', 1), ('다양함', 1)]",긍정
23,"부모님들이 정말 좋아하는 곳 어렸을때 부터 자주가서인지 익숙한 맛이지만, 언제먹어도  늘 맛있네요",4.0,0.9957,"[('부모님', 1), ('정말', 1), ('좋아하는', 1), ('곳', 1), ('때', 1), ('부터', 1), ('자주', 1), ('익숙한', 1), ('맛', 1), ('언제', 1)]",긍정
24,"자연식순두부 8천원, 뚝배기ㅣ 순두부 8천원~~ 비지도 팔고 팥죽이랑 팥칼국수, 도토리묵같은것도 팔아요~ 동동주 한 잔 같이하면 완즌 주겨준다잉",4.0,0.034,"[('순두부', 2), ('자연', 1), ('뚝배기', 1), ('비지', 1), ('팔고', 1), ('팥죽', 1), ('팥', 1), ('칼국수', 1), ('도토리묵', 1), ('같은것도', 1)]",부정
25,일단 옛스러움에 반했다가 정갈함에 한번더 반하고 음식을 다먹은 후엔 만족스러움에 넉다운,3.0,0.9923,"[('움', 2), ('일단', 1), ('옛스러', 1), ('반했다가', 1), ('정갈함에', 1), ('한번', 1), ('더', 1), ('반하고', 1), ('음식', 1), ('후', 1)]",긍정
26,따끈따끈 생두부무침이 대박ㅜㅜ 집이랑 가까우면 더 많이 찾는건데ㅜㅜ그렇지못해서 아쉬워잉,5.0,0.3166,"[('따끈따끈', 1), ('생', 1), ('두부', 1), ('대박', 1), ('집', 1), ('가까우면', 1), ('더', 1), ('그렇지못', 1), ('아쉬워', 1), ('잉', 1)]",부정
27,굴 잘 못먹는데 여기 매생이굴전은 먹을만해서 맛있게 잘먹었던 기억이 있어요. 순두부 찌개랑 같이 꼭 먹어야대요,4.0,0.9911,"[('굴', 1), ('여기', 1), ('생', 1), ('굴전은', 1), ('만해', 1), ('맛있게', 1), ('기억', 1), ('있어요', 1), ('순두부', 1), ('찌개', 1)]",긍정
28,차림표도 특이하게 글씨흐름으로 적혀있어서 뭔가 분위기 있어 보이고 좋았어요 ㅎㅎ,5.0,0.9201,"[('차림표', 1), ('특이하게', 1), ('글씨', 1), ('흐름', 1), ('뭔가', 1), ('분위기', 1), ('있어', 1), ('보이', 1), ('좋았어요', 1)]",긍정
29,"검은 두부소자를 먹어봄, 검은콩을 갈아서 만든건데 녹색에 가까움! 검은 두부라고 해서 딱히 맛이 특이하진 않고부드럽고맛있음!",4.0,0.4296,"[('검은', 3), ('부소', 1), ('봄', 1), ('콩', 1), ('녹색', 1), ('가까', 1), ('움', 1), ('두부', 1), ('딱히', 1), ('맛', 1)]",중립
30,여기 음식점 자주 가는게 나는 부담없고 담백한게 좋아서 자주 먹으러 갑니닷,4.0,0.9838,"[('자주', 2), ('여기', 1), ('음식점', 1), ('나', 1), ('부담', 1), ('없고', 1), ('담백한게', 1), ('좋아서', 1), ('갑', 1), ('닷', 1)]",긍정
31,조미료가 판을치는(?) 요즘세상에!! 이런 건강식을 먹어죠야죵~ 적어도 건강에 해롭지 않을 것 같은 메뉴들이 가득가득한 두부맛집입니당,5.0,0.9168,"[('건강', 2), ('조미료', 1), ('요즘', 1), ('세상', 1), ('이런', 1), ('죵', 1), ('해롭지', 1), ('것', 1), ('같은', 1), ('메뉴', 1)]",긍정
32,예술의 전당 들렸다가 허기져서 들른곳 ㅋㅋㅋ! 음식들이 하나같이 다 정갈하고 깔끔합니다. 별5개,4.0,0.8705,"[('예술', 1), ('전당', 1), ('곳', 1), ('음식', 1), ('정갈하고', 1), ('깔끔합니다', 1), ('별', 1), ('개', 1)]",긍정
