,document,score,review_score,most_words,Pos_Neu_Neg
10,날씨가추워도 소바는 차게먹어야 제맛인듯. 따뜻하게먹으면 면이 풀어질수도있기에 탄성좋은 상태로 먹는게 제입맛에 잘맞습니다.,3.5,0.9743,"[('날씨', 1), ('추워도', 1), ('소바', 1), ('맛', 1), ('듯', 1), ('따뜻하게', 1), ('면', 1), ('있기에', 1), ('탄성', 1), ('좋은', 1)]",긍정
11,기본 소바에 토핑별로 가격대가달라요~ 여름떄만해도 시원하게먹었는데 슬슬추워지니 따뜻한국물을 주로찾게되네요 ^^ 냉소바와다르게 온육수도 맛있었엉여,3.5,0.9354,"[('소바', 2), ('기본', 1), ('토핑별', 1), ('가격', 1), ('달라', 1), ('여름', 1), ('떄', 1), ('만해', 1), ('시원하게', 1), ('슬슬', 1)]",긍정
12,크게 특별하지않지만 자꾸자꾸생각나는 그런맛? 날이추워지니 평소보다 사람들이 더 많아진듯합니다! 너무늦게가면 재료소진으로 못먹는메뉴들이 많아지니 빠른방문을 추천함!!,3.5,0.6594,"[('크게', 1), ('특별하지', 1), ('맛', 1), ('날', 1), ('평소', 1), ('사람', 1), ('더', 1), ('재료', 1), ('소진', 1), ('메뉴', 1)]",중립
13,작은가게인데도 메뉴는 정말많네요 ㅎㅎㅎ 올때마다 뭐먹을지 고민하는거자체가 행복합니다 ㅎㅎㅎ 근처에서 일하고있는게 제 최고의 선택이였어요!,3.0,0.9802,"[('작은', 1), ('가게', 1), ('도', 1), ('메뉴', 1), ('정말', 1), ('많네요', 1), ('때', 1), ('뭐', 1), ('고민', 1), ('자체', 1)]",긍정
14,"가로수길엔 많은 일본식전문점이있어도 제대로된 곳은 몇없는데, 미미면가는 그중에서도 소바로 인정받은맛집이다. 브레이크타임빼면 영업시간은 길지않은듯?",3.5,0.1477,"[('가로수길', 1), ('많은', 1), ('일본', 1), ('전문점', 1), ('있어도', 1), ('제대로', 1), ('곳', 1), ('몇', 1), ('없는데', 1), ('미미', 1)]",부정
15,"튀김재료도 다양하고, 소바메뉴도 정말많았어요 ^^~~~ 간단한 사진도없이 글씨로만있어서 고르는데 고민이많았지만, 선택한 메뉴 모두 실패없이 맛있었어요!",3.5,0.9021,"[('메뉴', 2), ('튀김', 1), ('재료', 1), ('다양하고', 1), ('소바', 1), ('정말', 1), ('많았어요', 1), ('간단한', 1), ('사진', 1), ('글씨', 1)]",긍정
16,고소하니 촉촉해서 맛있게 먹었던 게살크림고로케 게살이랑 크림같은 맛있는조합은 언제나 성공적 ^^,4.0,0.9905,"[('게살', 2), ('크림', 2), ('고소하니', 1), ('촉촉해서', 1), ('맛있게', 1), ('고로케', 1), ('같은', 1), ('맛있는', 1), ('조합', 1), ('성공', 1)]",긍정
17,화학조미료를 전~혀 쓰지 않는다는 너무 맛있는 소바 맛집!!!,5.0,0.9122,"[('화학조미료', 1), ('전', 1), ('혀', 1), ('맛있는', 1), ('소바', 1), ('맛집', 1)]",긍정
18,소고기냉소바 소바위에 소기기 한점을 올려서 한입딱먹었을때 먹자마자 환호성이…. 숯불향이 확퍼지는게 완전대박대박 /ㅁ/,3.0,0.9879,"[('대박', 2), ('소고기', 1), ('냉', 1), ('소바', 1), ('바위', 1), ('기기', 1), ('점', 1), ('입', 1), ('때', 1), ('환호성', 1)]",긍정
19,단새우 성게 냉소바 . 대박 입니다. 맛잇어요,5.0,0.9012,"[('새우', 1), ('성게', 1), ('냉', 1), ('소바', 1), ('대박', 1), ('입니다', 1), ('맛', 1)]",긍정
20,가격대비 양이 많은편은 아니지만 깔끔하고 맛이좋아서 소바 좋아하는 사람이라면 누구든 만족할거같습니다,4.0,0.9818,"[('가격', 1), ('대비', 1), ('양', 1), ('많은', 1), ('편', 1), ('아니지만', 1), ('깔끔하고', 1), ('맛', 1), ('좋아서', 1), ('소바', 1)]",긍정
21,새우튀김 냉소바 맛있었어요~ 튀김도 눅눅하지 않았고 정말 육수도 깊은맛!!,4.0,0.921,"[('튀김', 2), ('새우', 1), ('냉', 1), ('소바', 1), ('맛있었어요', 1), ('눅눅하지', 1), ('정말', 1), ('육수', 1), ('깊은', 1), ('맛', 1)]",긍정
22,메인음식이 나오기전 냉장고에서 바로나온 시원한 샐러드가 입맛을 돋아주고 단무지랑 함께나온 양배추 절임도 맛있네요,3.0,0.9236,"[('메인', 1), ('음식', 1), ('냉장고', 1), ('바로', 1), ('시원한', 1), ('샐러드', 1), ('입맛', 1), ('단무지', 1), ('양배추', 1), ('절임', 1)]",긍정
23,소바종류가 이렇게 다양하다니..하나하나 모두 도전해보고 싶었어요~!!^^,5.0,0.9601,"[('하나', 2), ('소바', 1), ('종류', 1), ('다양하다니', 1), ('모두', 1), ('도전', 1)]",긍정
24,마즙냉소바 추천합니다!!! 간 마가 있어서 그런지 목넘김이 너무 부드럽더라구요!,5.0,0.9629,"[('마즙냉', 1), ('소바', 1), ('추천', 1), ('간', 1), ('마가', 1), ('있어서', 1), ('그런지', 1), ('목', 1), ('넘김', 1), ('부드럽더라구요', 1)]",긍정
25,더울날 가게문밖으로 늘어선 줄이너무길어 후다닥 빨리밀어넣고 일어나줘야할거같은분위기… 그래도 메밀이라서 그런지 테이블회전이 빠른편이더라구요,3.0,0.792,"[('더울', 1), ('날', 1), ('가게', 1), ('문밖', 1), ('길어', 1), ('후다닥', 1), ('야할거', 1), ('같은', 1), ('분위기', 1), ('메밀', 1)]",긍정
26,온모밀 처음먹었는데 생각보다 괜찮은맛이었어요,4.0,0.9528,"[('모밀', 1), ('처음', 1), ('생각', 1), ('괜찮은', 1), ('맛', 1)]",긍정
27,성게알냉소바 완전 별미!! 성게알이랑 소바가 이렇게 궁합이 잘 맞다니!!!,4.0,0.9759,"[('성게', 2), ('소바', 2), ('알냉', 1), ('완전', 1), ('별미', 1), ('알', 1), ('궁합', 1)]",긍정
28,소고기 냉소바 대박!! 먹자마자 숯불향이 가득! 정말 감동적인 맛이였어요,3.0,0.9841,"[('소고기', 1), ('냉', 1), ('소바', 1), ('대박', 1), ('숯불', 1), ('향', 1), ('가득', 1), ('정말', 1), ('감동', 1), ('맛', 1)]",긍정
29,왕새우튀김 냉소바 제가이걸먹고 소바의 맛에 맛들렸었어요 ^ㅡ^,5.0,0.4046,"[('소바', 2), ('맛', 2), ('왕새우', 1), ('튀김', 1), ('냉', 1), ('제', 1), ('걸', 1)]",중립
30,고등어소바 우려했던것처럼 거부감이 드는맛은 아이였어요 비린내가 나는것도아이고 그렇지만 고등어맛은나요 구워먹을때처럼,4.0,0.3624,"[('고등어', 2), ('맛', 2), ('소바', 1), ('우려', 1), ('거부', 1), ('감', 1), ('아이', 1), ('비린내가', 1), ('도아', 1), ('나', 1)]",중립
31,냉소바 약간은 딱딱한 식감이 좀아쉽지만 국물맛은 깔끔!!!!,3.0,0.1977,"[('냉', 1), ('소바', 1), ('약간', 1), ('딱딱한', 1), ('식감', 1), ('좀', 1), ('아쉽지만', 1), ('국물', 1), ('맛', 1)]",부정
32,브레이크타임이 2시반부터 5시까지니 찾아가실분들은 브레이크타임을 꼭확인하고 피해서가시길,4.0,0.0396,"[('브레이크', 2), ('타임', 2), ('분', 1), ('꼭', 1), ('확인', 1), ('피', 1)]",부정
33,마즙냉소바 최고~!!! 마을 갈아넣어서 삼길때 호로록 잘 넘어가고 너무 맛있어요,4.0,0.9936,"[('마즙냉', 1), ('소바', 1), ('최고', 1), ('마을', 1), ('때', 1), ('맛있어요', 1)]",긍정
34,소고기냉소바에 넣어져있는 설탕에 절인 단 토마토가 킥 이였네요. 진짜 반전의 맛 너무 맛있었어요!,4.0,0.934,"[('소고기', 1), ('냉', 1), ('소바', 1), ('설탕', 1), ('절', 1), ('단', 1), ('토마토', 1), ('킥', 1), ('진짜', 1), ('반전', 1)]",긍정
35,단새우와 성게알냉소바 진짜 맛있었어요! 단새우가 달짝찌근한 육수랑 너무 잘어울리더라구요,3.0,0.9914,"[('새우', 2), ('성게', 1), ('알냉', 1), ('소바', 1), ('진짜', 1), ('맛있었어요', 1), ('달짝찌', 1), ('육수', 1)]",긍정
36,성게알냉소바 진짜 대박!!!!!! 성게도 푸짐히 들어가있고 소바육수랑 너무너무 궁합이 잘맞았어요!!,3.0,0.987,"[('성게', 2), ('소바', 2), ('알냉', 1), ('진짜', 1), ('대박', 1), ('육수', 1), ('궁합', 1), ('잘맞았어요', 1)]",긍정
37,소바에 토마토가 특이하게 들어있다고 생각하며 토마토를 먹었는데 설탕에절인?토마도였어요 완전 단물이 입안에 촥 ㅋㅋㅋㅋ 생각보다 맛있어서 깜놀,5.0,0.5902,"[('토마토', 2), ('생각', 2), ('소바', 1), ('특이하게', 1), ('설탕', 1), ('절', 1), ('토마', 1), ('완전', 1), ('단물', 1), ('입안', 1)]",중립
38,식사가격으로 조금 쎄다싶었지만 가격이 아깝지않은 맛이였어요-!,5.0,0.8852,"[('가격', 2), ('식사', 1), ('조금', 1), ('쎄다싶었지만', 1), ('아깝지', 1), ('맛', 1)]",긍정
39,고등어구이온소바라니..이름부터가 쇼크!! 진짜..비리지않고 너무 맛이 풍부했어요!! 정말 맛있었습니다!!,4.0,0.9583,"[('고등어', 1), ('이온', 1), ('소바', 1), ('이름', 1), ('쇼크', 1), ('진짜', 1), ('비리', 1), ('맛', 1), ('풍부했어요', 1), ('정말', 1)]",긍정
40,온소바보단 냉소바쪽이 더맛있네요 시원한 육수탓인지 면발도 더쫄깃하고!ㅎㅎ,5.0,0.9468,"[('소바', 2), ('냉', 1), ('쪽', 1), ('더', 1), ('맛있네요', 1), ('시원한', 1), ('탓', 1), ('면', 1), ('발도', 1), ('더쫄깃', 1)]",긍정
41,소고기냉소바 진짜 맛있어요! 소고기랑 먹는 소바는 진짜 첨인데 숯불향까지 나서 깜놀! 맛도 최고!,3.0,0.9862,"[('소고기', 2), ('소바', 2), ('진짜', 2), ('냉', 1), ('맛있어요', 1), ('첨', 1), ('숯불', 1), ('향', 1), ('깜놀', 1), ('맛', 1)]",긍정
42,성게알 냉소바 조금달긴했지만 너무맛있었어요 아낌없이 들어간 성게알과 탱탱한면이 환상적인조화를~,3.0,0.968,"[('성게', 2), ('알', 2), ('냉', 1), ('소바', 1), ('조금', 1), ('맛있었어요', 1), ('탱탱한면이', 1), ('환상', 1), ('인조화', 1)]",긍정
43,소바 면도 탱탱하니 육수도 진짜 개운한게 확실히 맛집다운 소바밧!!,3.0,0.9719,"[('소바', 2), ('면도', 1), ('탱탱하니', 1), ('육수', 1), ('진짜', 1), ('개운한게', 1), ('확실히', 1), ('맛집', 1), ('다운', 1)]",긍정
44,성게알은 먹어본적없는데 생각보다 소바랑잘어울렸어요 국물도 시원하고 깔끔한맛의 소바,5.0,0.9525,"[('성게', 1), ('알', 1), ('본적', 1), ('없는데', 1), ('생각', 1), ('바랑', 1), ('국물', 1), ('시원하고', 1), ('깔끔한', 1), ('맛', 1)]",긍정
45,마즙냉소바♥ 진짜 대박!!!! 마랑 소바랑 너무너무 잘어울리고요 시원하니 진짜 건강식이에요!,4.0,0.9852,"[('소바', 2), ('진짜', 2), ('마즙냉', 1), ('대박', 1), ('마랑', 1), ('시원하니', 1), ('건강', 1)]",긍정
46,단새우와 성게알냉소바 대박.. 달달하니 정말 첨 맛보는맛!! 너무 맛있었어요!,3.0,0.9947,"[('새우', 1), ('성게', 1), ('알냉', 1), ('소바', 1), ('대박', 1), ('달달', 1), ('정말', 1), ('맛', 1), ('맛있었어요', 1)]",긍정
47,추천할만한 것 같구요,4.0,0.8732,"[('추천', 1), ('것', 1), ('같구요', 1)]",긍정
48,나름 미식가인 제 입맛도 사로잡은 맛집,4.0,0.8623,"[('나름', 1), ('미식', 1), ('가인', 1), ('제', 1), ('입맛', 1), ('맛집', 1)]",긍정
49,까탈스러운편임에도 매우만족하고옴,4.0,0.9488,"[('까탈', 1), ('편임', 1), ('매우', 1), ('만족하고', 1), ('옴', 1)]",긍정
50,새우 맛있어요! 웨이팅 없었어요!,4.0,0.8768,"[('새우', 1), ('맛있어요', 1), ('웨이', 1), ('팅', 1), ('없었어요', 1)]",긍정
51,다 맛있지만 기력 없을 때 붕장어 튀김 온소바 하나면!!,4.0,0.8067,"[('맛있지만', 1), ('기력', 1), ('없을', 1), ('때', 1), ('붕장어', 1), ('튀김', 1), ('소바', 1), ('하나', 1)]",긍정
52,"소바는 면의 익힘 정도, 육수의 간 모두 좋아요. 맛은 최고. 그런데 시스템이 좀 잘못된듯.. 기다리고 또 기다리고 .. 그릇이 쌓이는 동안 내놓을 컵이 없어 손님들은 물도 못 마시고 ㅎㅎ 주방에 그릇 정리할 사람 한명만 있었어도 라는 생각이 절로.",4.0,0.9162,"[('그릇', 2), ('소바', 1), ('면', 1), ('정도', 1), ('육수', 1), ('간', 1), ('모두', 1), ('좋아요', 1), ('맛', 1), ('최고', 1)]",긍정
53,냉소바 7000원. 밀가루냄새가 나는 딱딱한 면.. 국물도 특별할 게 없었음. 비추,3.5,0.0044,"[('냉', 1), ('소바', 1), ('밀가루', 1), ('냄새', 1), ('나', 1), ('딱딱한', 1), ('면', 1), ('국물', 1), ('특별할', 1), ('게', 1)]",부정
54,우삼겹우엉튀김온소바 진짜 깔끔했었음,4.0,0.9578,"[('우삼겹', 1), ('우엉', 1), ('튀김', 1), ('소바', 1), ('진짜', 1), ('깔끔했었음', 1)]",긍정
55,참깨아이스크림 아주 먹을만한 것 같다,4.0,0.9172,"[('참깨', 1), ('아이스크림', 1), ('아주', 1), ('것', 1), ('같다', 1)]",긍정
56,정말 만족할면한 편이에요,3.0,0.9345,"[('정말', 1), ('만족할면한', 1), ('편이', 1)]",긍정
57,반숙계란과 유부초밥 그리고 새우튀김 냉소바 함께 맛보세요! 강추강추-) 양질의 다랑어를 장시간 끓인 육수를 국물로! 규모는 작지만 다양한 소바를 만날 수 있는 곳.,4.0,0.913,"[('소바', 2), ('반숙', 1), ('계란', 1), ('유부초밥', 1), ('새우', 1), ('튀김', 1), ('냉', 1), ('강', 1), ('추강', 1), ('추', 1)]",긍정
58,싱싱한 우니가 아니라 조금 아쉽네요..,4.0,0.5087,"[('싱싱한', 1), ('아니라', 1), ('조금', 1), ('아쉽네요', 1)]",중립
59,감동적인 맛이에요,4.0,0.9647,"[('감동', 1), ('맛', 1)]",긍정
60,입안에서 촥촥 감기네요~ 최고에요,3.0,0.9856,"[('입안', 1), ('촥촥', 1), ('최고', 1)]",긍정
61,14:30-17:00 준비시간,4.0,0.5418,"[('준비', 1), ('시간', 1)]",중립
62,소바 너무 맛있어요. 단새우 성게알도 맛있고 새우튀김도 맛있고 ^^,3.5,0.9879,"[('새우', 2), ('맛있고', 2), ('소바', 1), ('맛있어요', 1), ('성게', 1), ('알도', 1), ('튀김', 1)]",긍정
63,말이 필요없는 단새우와 성게알 냉소바. 고고씽,3.5,0.7433,"[('말', 1), ('필요없는', 1), ('새우', 1), ('성게', 1), ('알', 1), ('냉', 1), ('소바', 1), ('고고씽', 1)]",긍정
64,소바가 훌륭한집~ 반숙계란 꼭 곁들여드세요,4.0,0.9397,"[('소바', 1), ('훌륭한', 1), ('집', 1), ('반숙', 1), ('계란', 1), ('꼭', 1)]",긍정
65,우삼겹구이냉소바 : 우삼겹구이는 냉소바와 따로 다른 그릇에 담겨 나옵니다. 하나씩 집어 면에 올려 함께 말아먹는 맛이 좋습니다. 여러모로 맘에 쏙 드는 곳.,3.5,0.6373,"[('우삼겹', 2), ('냉', 2), ('소바', 2), ('구이', 1), ('다른', 1), ('그릇', 1), ('하나', 1), ('면', 1), ('맛', 1), ('좋습니다', 1)]",중립
0,스시 본연의 맛에 약간의 응용을 더한 스시들이 맛이 아주 좋다. 하나 하나 먹을때마 감탄사가 나오는집 .,3.5,0.9664,"[('스시', 2), ('맛', 2), ('하나', 2), ('본연', 1), ('약간', 1), ('응용', 1), ('더한', 1), ('아주', 1), ('좋다', 1), ('때마', 1)]",긍정
1,최근 수요미식회 5대 스시집으로 소개되었던 곳이다. 신라호텔 출신 세프가 총괄을 하고 있다. 깔끔하면서도 탁월한 코스 요리를 선보이고 있어서 인기가 높다. 바좌석은 당일예약은 어렵고 몇일전에는 해야 한다.,3.0,0.9702,"[('최근', 1), ('요미', 1), ('회', 1), ('스시', 1), ('집', 1), ('소개', 1), ('곳', 1), ('신라', 1), ('호텔', 1), ('출신', 1)]",긍정
2,깔끔한 인테리어와 분위기 그리고 최고의 맛으로 너무만족스럽게 식사하고왔어요 >ㅁ<,5.0,0.9933,"[('깔끔한', 1), ('인테리어', 1), ('분위기', 1), ('최고', 1), ('맛', 1), ('만족', 1), ('식사', 1)]",긍정
3,"스시장인 최셰프님이 선보이시는 오마카세 *_* 서비스,맛,분위기 역시 짱짱 항상 맛있는 스시만들어주세요",3.0,0.9905,"[('스시', 2), ('장인', 1), ('최', 1), ('셰프', 1), ('마카', 1), ('세', 1), ('서비스', 1), ('맛', 1), ('분위기', 1), ('역시', 1)]",긍정
4,고등어회 안먹는다고 다른회로 대체해달라고 말씀드리니 다른회로 대체해주셨어요 혹시 못드시는분들 미리얘기하세요 ^_^,4.0,0.1093,"[('회로', 2), ('대체', 2), ('고등', 1), ('어회', 1), ('혹시', 1), ('분', 1), ('미리', 1), ('얘기', 1)]",부정
5,먹으면서 재료에 신경을 많이 썼구나~ 라는 생각이 드는 그런집이예요~!!,5.0,0.304,"[('재료', 1), ('신경', 1), ('생각', 1), ('집', 1)]",부정
6,직원들의 서비스도 마음에 들고 가격대비 대만족이였어요 ^^,4.0,0.9854,"[('직원', 1), ('서비스', 1), ('마음', 1), ('가격', 1), ('대비', 1), ('만족', 1)]",긍정
7,제가 빨리먹는편이라 ㅋㅋ 먹다 감질나더라구요 ㅋㅋ,3.0,0.94,"[('제', 1), ('편이', 1)]",긍정
8,디너때가니 사시미와 스시가 함께나와서 양은 점심보다 확실히 많긴하더라구요 대신 가격이… 후덜덜…,4.0,0.9441,"[('디', 1), ('때', 1), ('사시미', 1), ('스시', 1), ('양은', 1), ('점심', 1), ('확실히', 1), ('많긴하더라구요', 1), ('대신', 1), ('가격', 1)]",긍정
9,기본으로 제공되는 야채~ 완전신선하더라구요~ 기본이 이정도면 말다했죠??,3.0,0.7905,"[('기본', 2), ('제공', 1), ('야채', 1), ('완전', 1), ('신선하더라구요', 1), ('정도', 1)]",긍정
10,깨끗하고 음식맛도 완전 구웃~ 하지만 가격이 사악해.. 흠.. !!!,5.0,0.9412,"[('깨끗하고', 1), ('음식', 1), ('맛', 1), ('완전', 1), ('웃', 1), ('가격', 1), ('사악해', 1), ('흠', 1)]",긍정
11,"저녁 오마카세(160,000)먹었습니다. 대게전복찜부터 시작해서 디저트랑 딸기아이스크림까지 코스로 먹었는데 참맛있어요'-'",4.0,0.9212,"[('저녁', 1), ('마카', 1), ('세', 1), ('대게', 1), ('전복', 1), ('찜', 1), ('시작', 1), ('디저트', 1), ('딸기', 1), ('아이스크림', 1)]",긍정
12,주차장은 넓으니 개인주차하셔도되고 발렛맡기셔도됩니다 ㅎㅎ,3.0,0.934,"[('주차장', 1), ('넓으니', 1), ('개인', 1), ('주차', 1), ('발렛', 1)]",긍정
13,씹지않아도 사르르 녹습니다 녹아!!,4.0,0.2315,"[('사르르', 1)]",부정
14,먹으면먹을수록 다음스시와 요리가 기대되요~ 상상만해도 침고여요!!! ㅋㅋㅋ,5.0,0.8797,"[('다음', 1), ('스시', 1), ('요리', 1), ('요', 1), ('상상', 1), ('만해', 1)]",긍정
15,낮이 그나마 저렴하니 낮에가시면좋아요 미리예약하고 가심 더좋아요~!!,3.0,0.7894,"[('낮', 2), ('좋아요', 2), ('저렴하니', 1), ('가시', 1), ('미리', 1), ('예약', 1), ('더', 1)]",긍정
16,모든음식이 알맞게 간이되고 잘익혀져 있어서 맛이게 잘먹고 왔어여~ 꿀맛!!!,4.0,0.9712,"[('음식', 1), ('알맞게', 1), ('간이', 1), ('있어서', 1), ('맛', 1), ('꿀맛', 1)]",긍정
17,한피스 한피스마다 많은 정성과 고유의 향과 맛이 들어있어요 +ㅁ+,3.0,0.8875,"[('피스', 2), ('많은', 1), ('정성', 1), ('고유', 1), ('향', 1), ('맛', 1)]",긍정
18,음식이 깔끔하게 잘나오고 코스를 다먹고나면 딱 기분좋게 배부른수준이라 그점도 맘에들어요 ^^,5.0,0.988,"[('음식', 1), ('깔끔하게', 1), ('코스', 1), ('기분', 1), ('좋게', 1), ('배부른', 1), ('수준', 1), ('점도', 1), ('맘', 1)]",긍정
19,고등어초밥 자칫하면 비리기쉽상인데 전혀비리거나 그런거없이 환상적 ㅋㅋㅋㅋ,3.0,0.6429,"[('고등어', 1), ('초밥', 1), ('자칫하면', 1), ('비리기', 1), ('상', 1), ('전혀', 1), ('비리거나', 1), ('그런거', 1), ('환상', 1)]",중립
20,회상태도좋고 간도좋고 맛도있는데 플레이팅도 너무예뻐요,3.0,0.9651,"[('좋고', 2), ('회상', 1), ('태도', 1), ('간도', 1), ('맛', 1), ('있는데', 1), ('플레이', 1), ('팅', 1), ('예뻐요', 1)]",긍정
21,귀한재료들로 정성들여 만든 스시라는 느낌이 팍팍 먹을때 너무행복했어요 !!!!!,3.0,0.9681,"[('재료', 1), ('정성', 1), ('스시', 1), ('느낌', 1), ('때', 1), ('행복했어요', 1)]",긍정
22,피스수가 꽤많아서 먹다 힘들었어요 가격은 사악하지만 아깝지 않은가격이라고 느끼실거에요,5.0,0.5296,"[('가격', 2), ('피스', 1), ('수가', 1), ('꽤', 1), ('많아서', 1), ('힘들었어요', 1), ('사악하지만', 1), ('아깝지', 1)]",중립
23,인테리어도 모던하고 분위기며 음식이며 정갈해서 마음에들어요~^^,4.0,0.9801,"[('인테리어', 1), ('모던', 1), ('분위기', 1), ('음식', 1), ('정갈해서', 1), ('마음', 1)]",긍정
24,보통은 주로 점심에 많이들 가시는데 난 이번엔 저녁에 가봤는데 양은 점심보다 확실이 많아요,5.0,0.8121,"[('점심', 2), ('보통', 1), ('주로', 1), ('난', 1), ('이번', 1), ('저녁', 1), ('양은', 1), ('확실', 1), ('많아요', 1)]",긍정
25,남자친구와 식사를 같이 끝낼수있게 스시종류와 갯수는같되 밥알양줄여서 주는 센스~ ㅜㅜ 감동이예요~~,3.0,0.9816,"[('남자친구', 1), ('식사', 1), ('스시', 1), ('종류', 1), ('갯수', 1), ('같되', 1), ('밥알', 1), ('줄', 1), ('센스', 1), ('감동', 1)]",긍정
26,스시코스 구성이 너무 마음에들었어요~,5.0,0.9441,"[('스시', 1), ('코스', 1), ('구성', 1), ('마음', 1)]",긍정
27,가격이 부담스러우신분들은 점심때에 가서 드시는걸추천!! 뒤돌아서면 생각나는그런맛~,5.0,0.7786,"[('가격', 1), ('부담스러우', 1), ('신분', 1), ('점심때', 1), ('추천', 1), ('뒤', 1), ('맛', 1)]",긍정
28,다찌쪽자리 원하시면 예약을 꼭하고가셔야 앉으실수있어요 디너는 오마카세만 다찌쪽가능하니 참고하세요,4.0,0.8602,"[('찌쪽', 2), ('원하시면', 1), ('예약', 1), ('꼭', 1), ('디너', 1), ('마카', 1), ('세', 1), ('가능하니', 1), ('참고', 1)]",긍정
29,가격은 조금 있는편인데 분위기도 좋고 룸도많아서 점심모임을 위해 이용하는분들이 많아용 ~~,5.0,0.6708,"[('가격', 1), ('조금', 1), ('있는', 1), ('편', 1), ('분위기', 1), ('좋고', 1), ('룸', 1), ('많아서', 1), ('점심', 1), ('모임', 1)]",긍정
30,매장이 너무깨끗하고 정갈해서 믿고 먹어요!!,3.0,0.9869,"[('매장', 1), ('깨끗하고', 1), ('정갈해서', 1)]",긍정
