,document,score,review_score,most_words,Pos_Neu_Neg
3,돼지고기 탕수육 거의 돈까스 수준 고기가 정말 두껍고 연하고 맛있어요.,5.0,0.6382,"[('돼지고기', 1), ('탕수육', 1), ('거의', 1), ('돈까스', 1), ('수준', 1), ('고기', 1), ('정말', 1), ('두껍고', 1), ('연하고', 1), ('맛있어요', 1)]",중립
4,맛있습니다. 가격이 약간 비싸요,4.0,0.6919,"[('맛있습니다', 1), ('가격', 1), ('약간', 1), ('비싸요', 1)]",긍정
5,맛있어요~~꼭 한 번 가보세요.,5.0,0.9387,"[('맛있어요', 1), ('꼭', 1), ('번', 1)]",긍정
6,어향동고A. 탕수육C. 짬뽕A.,4.0,0.1693,"[('어향동', 1), ('탕수육', 1), ('짬뽕', 1)]",부정
7,어향동고 먹었는데 기대 이상이었어요!표고향도 좋고 새우도 꽉 차 있었어요,5.0,0.8118,"[('어향동', 1), ('기대', 1), ('이상', 1), ('표', 1), ('고향', 1), ('좋고', 1), ('꽉', 1), ('차', 1), ('있었어요', 1)]",긍정
8,어향동고와 탕수육이 인기가 많습니다. 최근 차병원쪽에도 오픈 했는데요. 압구정이 원조 입니다. 여러명이 가서 요리를 쉐어 해서 먹는 것이 바람직합니다. 예약은 미리 해야 합니다.,5.0,0.9406,"[('어', 1), ('향동', 1), ('고', 1), ('탕수육', 1), ('인기', 1), ('많습니다', 1), ('최근', 1), ('차병원', 1), ('쪽', 1), ('오픈', 1)]",긍정
9,추천메뉴가 메뉴옆에 발간점으로 표시되있어서 메뉴고르기 쉬웠어요 ^_^,4.0,0.8489,"[('메뉴', 3), ('추천', 1), ('옆', 1), ('발간', 1), ('점', 1), ('표시', 1), ('쉬웠어요', 1)]",긍정
10,유명한 어향동고는 나오자마자 직원분이 반잘라주시는데 무척 뜨거우니 조심해서 드시길 ㅎㅎ,3.0,0.9336,"[('유명한', 1), ('어', 1), ('향동', 1), ('고', 1), ('직원', 1), ('반', 1), ('무척', 1), ('뜨거우니', 1)]",긍정
11,짬뽕에서 불향이~ 캬~ 면발양도 많고 쫄깃쫄깃한게 국물은 또 담백하네요~,5.0,0.7447,"[('짬뽕', 1), ('불향', 1), ('캬', 1), ('면발', 1), ('양도', 1), ('많고', 1), ('쫄깃쫄깃한', 1), ('국물', 1), ('또', 1), ('담백하네요', 1)]",긍정
12,가시면 어향동고는 드셔보시길 소스도 매콤하고 버섯안에 새우가 아주꽉꽉!!,4.0,0.8822,"[('가시', 1), ('어', 1), ('향동', 1), ('고', 1), ('소스', 1), ('매콤', 1), ('버섯', 1), ('안', 1), ('새우', 1), ('아주', 1)]",긍정
13,볶음밥엄지척ㅋㅋㅋㅋ 밥알이 고슬고슬 한알한알 입안에서 쫀득쫀득 진짜맛있음 볶음밥만먹어도맛있고 짜장얹어먹어도맛있음 ㅋㅋㅋ,4.0,0.9938,"[('볶음밥', 2), ('알', 2), ('맛있음', 2), ('엄지', 1), ('척', 1), ('밥알', 1), ('고슬고슬', 1), ('입안', 1), ('쫀득쫀득', 1), ('진짜', 1)]",긍정
14,여럿이 방문했을때 어향동고먹고 면사리추가하세요 생각보다 조합이 꽤 괜찮아요 ㅎㅎ,3.0,0.9792,"[('여럿', 1), ('방문', 1), ('때', 1), ('어', 1), ('향동', 1), ('면', 1), ('사리', 1), ('생각', 1), ('조합', 1), ('꽤', 1)]",긍정
15,위생과 친절에 좀 신경을 쓰셔야할듯… 맛이야 뭐개인차가있지만 위생과 친절은 모두가 느끼는거니까요,3.0,0.9149,"[('위생', 2), ('친절', 2), ('좀', 1), ('신경', 1), ('야할듯', 1), ('맛', 1), ('뭐', 1), ('차가있지만', 1), ('모두', 1), ('요', 1)]",긍정
16,오후3시까지 가능한 요일메뉴가 따로있어서 점심시간에 경쟁이 치열할거같네요 ^^,3.0,0.5985,"[('오후', 1), ('가능한', 1), ('메뉴', 1), ('있어서', 1), ('점심시간', 1), ('경쟁', 1), ('치열할거', 1), ('같네요', 1)]",중립
17,런치에 여러종류음식을 조금씩 맛볼수있는 세트있어요 조금씩이지만 여러종류먹을수있어서 좋더라구요~^^,5.0,0.9858,"[('종류', 2), ('런치', 1), ('음식', 1), ('세트', 1), ('있어요', 1), ('조금', 1), ('좋더라구요', 1)]",긍정
18,어향동고 직원분이 반으로 자르는순간 비주얼 꺄~~ 꽃빵과 함께먹으니 행복하데요~~,4.0,0.9229,"[('어향동', 1), ('직원', 1), ('반', 1), ('순간', 1), ('비주', 1), ('얼', 1), ('꺄', 1), ('꽃빵', 1), ('행복하데요', 1)]",긍정
19,제가먹던 탕수육과는 다른 소스가 하얀소스더라구요~ 달지도않고 적당했어여~~,4.0,0.8102,"[('소스', 2), ('제', 1), ('탕수육', 1), ('다른', 1), ('하얀', 1), ('더라구요', 1), ('적당했어여', 1)]",긍정
20,유명한 어향동고 고소하면서 담백하니 양도 넉넉하고 맛있었습니다,5.0,0.9924,"[('유명한', 1), ('어향동', 1), ('고소하면서', 1), ('담백하니', 1), ('양도', 1), ('넉넉하고', 1), ('맛있었습니다', 1)]",긍정
21,짬뽕이 심심하면심심하다고 할수잇지만 자극적이지 않아서 먹고나서 속도 꽤 괜찮아요 *_*,4.0,0.8011,"[('짬뽕', 1), ('심심하면', 1), ('심심하다고', 1), ('자극', 1), ('속도', 1), ('꽤', 1), ('괜찮아요', 1)]",긍정
22,"주변에 학생들이 많은지 어른,학생정식이 따로 있네요~ ^^",5.0,0.9249,"[('학생', 2), ('주변', 1), ('많은지', 1), ('어른', 1), ('정식', 1), ('있네요', 1)]",긍정
23,어향동고 저는맛있는데 남자친구는 짜다고했어요 좀심심하게먹는편이거든요~ 맛은 전반적으로 괜찮았어요~~,4.0,0.9542,"[('어향동', 1), ('저', 1), ('맛있는데', 1), ('남자친구', 1), ('좀', 1), ('심심하게', 1), ('편이', 1), ('맛', 1), ('전반', 1), ('괜찮았어요', 1)]",긍정
24,웨이팅 중간중간 예약손님이 자꾸 자리차지해서 웨이팅이 길어지더라구요 그러니 미리예약하고방문하세용~~ ㅠ.ㅠ,4.0,0.9158,"[('중간', 2), ('웨이', 1), ('팅', 1), ('손님', 1), ('자꾸', 1), ('자리', 1), ('차지', 1), ('웨이팅', 1), ('그러니', 1), ('미리', 1)]",긍정
25,점심세트메뉴가 세트라 조금씩나오지만 저렴한가격으로 다양한 요리를 맛볼수있으니 충분히 만족만족 >O<,4.0,0.992,"[('세트', 2), ('만족', 2), ('점심', 1), ('메뉴', 1), ('저렴한', 1), ('가격', 1), ('다양한', 1), ('요리', 1), ('충분히', 1)]",긍정
26,음식들 비주얼은 일단 굿~ 그런데 맛들은 그냥그랬어요..,3.0,0.1617,"[('음식', 1), ('비주', 1), ('일단', 1), ('굿', 1), ('맛', 1), ('그냥', 1), ('그랬어요', 1)]",부정
27,저렴한가격은 아니지만 충분합니다~ 양도 넉넉하고 ㅋㅋ,5.0,0.9622,"[('저렴한', 1), ('가격', 1), ('아니지만', 1), ('충분합니다', 1), ('양도', 1), ('넉넉하고', 1)]",긍정
28,예약안하고 갔는데 예약손님들이 있어서 인지 웨이팅이 좀길었네요 ㅜㅜ 기다리는거싫어하시는분들 예약하세용~,4.0,0.0677,"[('안', 1), ('손님', 1), ('있어서', 1), ('인지', 1), ('웨이팅', 1), ('좀', 1), ('길었네요', 1), ('싫어하시는', 1), ('분', 1), ('예약', 1)]",부정
29,탕수육이맛있어서 꿔바로우시켜봤는데 고기가너무얇고 소스를 너무부어서 소스맛에 모든맛이 묻혀요… 탕수육이 더맛있어요….,5.0,0.9523,"[('탕수육', 2), ('소스', 2), ('맛', 2), ('맛있어서', 1), ('바', 1), ('로우', 1), ('고기', 1), ('얇고', 1), ('무부', 1), ('더', 1)]",긍정
30,친숙한 중국요리들도 만족스럽게 만들어내는 기본기 탄탄한 중식당이라고 생각 히히히,4.0,0.9724,"[('친숙한', 1), ('중국요리', 1), ('만족', 1), ('본기', 1), ('탄탄한', 1), ('중식', 1), ('생각', 1), ('히히히', 1)]",긍정
31,탕수육고기자체가 맛있어서 소스에 안찍어먹어도 간장에 찍어만먹어도 맛있어요 :D,3.0,0.8978,"[('탕수육', 1), ('고기', 1), ('자체', 1), ('맛있어서', 1), ('소스', 1), ('간장', 1), ('맛있어요', 1)]",긍정
32,늘 고민되는 메뉴들을 저렴한 가격에 먹을수있는 점심세트메뉴가 있으니 점심에는 정말 최고!!!!!,5.0,0.9915,"[('메뉴', 2), ('점심', 2), ('늘', 1), ('고민', 1), ('저렴한', 1), ('가격', 1), ('세트', 1), ('있으니', 1), ('정말', 1), ('최고', 1)]",긍정
33,저녁타임이라 바쁜건알겠지만 말도없이 그릇 훅훅치우시고 ㅜㅜ 좀그랬네요!!!,3.0,0.1525,"[('저녁', 1), ('타임', 1), ('바쁜건', 1), ('말', 1), ('그릇', 1), ('훅훅', 1), ('좀', 1), ('그랬네요', 1)]",부정
34,탕수육 고기가고기가 두툼!!! 짬뽕은 불맛이 아주굳!! 한번머겅 두번머겅 계속머겅~,4.0,0.3794,"[('고기', 2), ('탕수육', 1), ('두툼', 1), ('짬뽕', 1), ('불맛', 1), ('아주', 1), ('굳', 1), ('한번', 1), ('번', 1), ('계속', 1)]",중립
35,어양동고 양도많고 무척고소하고담백한요리 +_+ 채소와 버섯함께먹으면 완전 굳굳 매콤하면서 느끼함을 잡아주는고런맛,5.0,0.9889,"[('굳', 2), ('어양동', 1), ('양도', 1), ('많고', 1), ('무척', 1), ('고소하고', 1), ('담백한', 1), ('요리', 1), ('채소', 1), ('버섯', 1)]",긍정
36,압구정역 주변에서 점심에 좀 화려한 중식을 먹고싶다면 체크~!,4.0,0.7387,"[('압구정역', 1), ('주변', 1), ('점심', 1), ('좀', 1), ('화려한', 1), ('중식', 1), ('체크', 1)]",긍정
37,"사천탕면,류산슬밥,고추잡채밥 먹었는데 다 맛있었습니다",5.0,0.8796,"[('탕', 1), ('류산슬밥', 1), ('고추', 1), ('잡채', 1), ('밥', 1), ('맛있었습니다', 1)]",긍정
38,기본기가 튼튼한 중식당인거 같네요 매운요리가 아닌것들은 간도 슴슴하니 좋았어요~^^,4.0,0.9571,"[('본기', 1), ('튼튼한', 1), ('중식', 1), ('같네요', 1), ('매운', 1), ('요리', 1), ('아닌것', 1), ('간도', 1), ('슴슴하', 1), ('좋았어요', 1)]",긍정
39,어향동고는 인기메뉴라 미리만들어놓는건지 생각보다 빨리나왔고 짬뽕은 그냥짬뽕이였어요!,5.0,0.013,"[('짬뽕', 2), ('어', 1), ('향동', 1), ('고', 1), ('인기', 1), ('메뉴', 1), ('미리', 1), ('생각', 1)]",부정
40,짬뽕류가 맛있어요 불맛도나고 좋더라구요 ㅎㅎ,3.0,0.8212,"[('짬뽕', 1), ('류', 1), ('맛있어요', 1), ('불맛', 1), ('도나', 1), ('좋더라구요', 1)]",긍정
41,어향동고에 완자가 참 맛있었어요 버섯향도나고그안에 새우도 가득차있고 양도 무지하게 많았어요,5.0,0.5693,"[('어', 1), ('향동', 1), ('고', 1), ('완자', 1), ('맛있었어요', 1), ('버섯', 1), ('향', 1), ('도나', 1), ('안', 1), ('가득', 1)]",중립
42,모든테이블에 한개씩 있을정도로 여기어향동고 먹으러가요ㅋㅋㅋㅋ 면사리도 추가해서 먹어요,4.0,0.9425,"[('테이블', 1), ('개', 1), ('있을', 1), ('정도', 1), ('향동', 1), ('가요', 1), ('면', 1), ('사리', 1), ('추가', 1)]",긍정
43,매콤한 물짜장 좋아해요 약간 짬뽕같기도하고ㅎㅎ,3.0,0.9404,"[('매콤', 1), ('물짜장', 1), ('좋아해요', 1), ('약간', 1), ('짬뽕', 1), ('같', 1), ('기도', 1)]",긍정
44,저녁중식먹으면서 소주한잔씩하면 힘들었던몸과 마음이 위로되는느낌,3.0,0.9046,"[('저녁', 1), ('중식', 1), ('한잔', 1), ('힘들었던', 1), ('몸', 1), ('마음', 1), ('위로', 1), ('느낌', 1)]",긍정
45,여기 잡탕밥맛있다고ㅋㅋㅋㅋㅋ,3.0,0.2497,"[('여기', 1), ('잡탕', 1), ('밥맛', 1), ('있다고', 1)]",부정
46,불향이 베여있는 짬뽕에 많이 자극적이지도 않으면서 참 맛있다.,5.0,0.8522,"[('불향', 1), ('베', 1), ('있는', 1), ('짬뽕', 1), ('자극', 1), ('지도', 1), ('맛있다', 1)]",긍정
47,가장핫한 중식당중 하나죠 테이스티로드보고 갔었는데 웨이팅해야해요 예약하고갈껄..,4.0,0.9042,"[('가장', 1), ('핫', 1), ('중', 1), ('식당', 1), ('하나', 1), ('테이스티로드', 1), ('보고', 1), ('웨이', 1), ('팅', 1), ('해', 1)]",긍정
48,볶음밥이 환상적이다.,3.5,0.8908,"[('볶음밥', 1), ('환상', 1)]",긍정
49,분위기도좋고 가족외식하러 갔었는데 다들마음에들고 즐거웠습니다ㅎ,4.0,0.9934,"[('분위기', 1), ('좋고', 1), ('가족', 1), ('외식', 1), ('마음', 1), ('즐거웠습니다', 1)]",긍정
50,"다시찾은 이곳~!!!  다리꼬구 메뉴판 뚜루룩~ 쳐다보다가. 예전에 그 누군가,,할무니께서  멘보샤 맹그러 주셨다는 말이 생각나서,  ㅛ_ㅛ/ 요기요~ 멘보샤 하나, 팔보채 하나, 잡채밥 하나~ 주셔용. 아~ 글구  잡채밥에 밥은,,볶음밥으루 해주시구, 달걀후라이 두개 추가용~  멘보샤는,,한개만 집어먹구. 바루 포장~!! 후다닥 먹구,,용산구 쉬어가는 생각동에  갖다주야징~ 난, 음식점 쥔장들이 좋아하신다. 많이시키구 빨리먹구 빨리 빠져주니까~ ㅛ_ㅛ.후훗 & 흐믓",4.0,0.312,"[('멘보샤', 3), ('하나', 3), ('밥', 3), ('잡채', 2), ('다시', 1), ('곳', 1), ('다리', 1), ('꼬구', 1), ('메뉴판', 1), ('뚜루룩', 1)]",부정
51,"요즘~ 뜨는집 이라 해서, 와봤음.  어향동고에,,생맥 한잔~!!  별루 마시구 싶진,,않았지만  안쥬가 좋아서~ ㅎ_ㅎ,쩝.  같이온 사람이가 다욧중이라서,,나 혼자 다먹은듯~  볶음밥까진,,못먹을거 같아서~ ㅛ_ㅛ/ 자신있게 쥔장불러,  ""요거 싸주셔요"" 로~",4.0,0.4695,"[('요즘', 1), ('집', 1), ('어', 1), ('향동', 1), ('고', 1), ('생맥', 1), ('한잔', 1), ('별루', 1), ('안쥬', 1), ('좋아서', 1)]",중립
52,이곳은 예약이 필수!,3.5,0.8777,"[('곳', 1), ('예약', 1), ('필수', 1)]",긍정
53,제육볶음은 매워요 ㅠㅠ,3.5,0.4654,"[('볶음', 1), ('매워요', 1)]",중립
54,맛집이라고 하기엔 살짝 부족하지만 그래도 만족스러운집,4.0,0.9528,"[('맛집', 1), ('살짝', 1), ('부족하지만', 1), ('만족스러', 1), ('운집', 1)]",긍정
55,가끔 가면 괜찮겠다 싶음,4.0,0.9076,"[('가끔', 1), ('가면', 1), ('괜찮겠다', 1)]",긍정
56,서비스랑 맛 모두 평균정도 수준??,3.0,0.0368,"[('서비스', 1), ('맛', 1), ('모두', 1), ('평균', 1), ('정도', 1), ('수준', 1)]",부정
57,가격 쎈만큼 조금 독특하게 맛있어요. 꿔바로우는 양이 부족한 느낌? 깐풍기가 참 좋습니다 개인적으로 ㅎ,4.0,0.9799,"[('가격', 1), ('쎈만큼', 1), ('조금', 1), ('독특하게', 1), ('맛있어요', 1), ('바로', 1), ('양', 1), ('부족한', 1), ('느낌', 1), ('깐풍기', 1)]",긍정
58,요리맛은 나쁘지않은데 접객능력과 마인드는 아직 멈. 즐거운 가족 식사나 접대가 되기는 힘듬.,4.0,0.6503,"[('요리', 1), ('맛', 1), ('나쁘지', 1), ('접객', 1), ('능력', 1), ('마인드', 1), ('멈', 1), ('즐거운', 1), ('가족', 1), ('식사', 1)]",중립
59,먹고싶어요,3.0,0.7844,[],긍정
60,아주 만족할면한 편이에요,4.0,0.9267,"[('아주', 1), ('만족할면한', 1), ('편이', 1)]",긍정
61,맘에 들음,3.0,0.9028,"[('맘', 1)]",긍정
62,해물짜장을 시켰는데 해물은 없고 양파만 가득.. 어의가없음ㅋㅋㅋ,4.0,0.1394,"[('해물', 2), ('짜장', 1), ('없고', 1), ('양파', 1), ('가득', 1), ('어의', 1), ('없음', 1)]",부정
63,"10주년 행사! 오후3시까지 짜장면 3,500원/짬뽕 4,500원/탕수육9,500원!",4.0,0.0382,"[('주년', 1), ('행사', 1), ('오후', 1), ('짜장면', 1), ('짬뽕', 1), ('탕수육', 1)]",부정
64,그럭저럭 먹을만했다,4.0,0.237,[],부정
65,오랜만에 다녀왔는데 여전히 최고,4.0,0.9904,"[('만', 1), ('여전히', 1), ('최고', 1)]",긍정
66,항상 식사러 갈때마다 주인의 불친절한 태도에 기분이 나빠지는곳 -.-,3.5,0.0623,"[('항상', 1), ('식', 1), ('때', 1), ('주인', 1), ('불친절한', 1), ('태도', 1), ('기분', 1), ('곳', 1)]",부정
67,점심 세트메뉴 괜찮음,3.5,0.8275,"[('점심', 1), ('세트', 1), ('메뉴', 1), ('괜찮음', 1)]",긍정
68,직원들에게 친절을 바라면 안되는 식당. 조선족이 대부분이라 그런지 말투도 딱딱하고 머.. 근데 탕수육은 맛남. 소고기 탕수육은 질기게 나와서 별루고 돼지고기 탕수육. 와땀다.,3.5,0.0889,"[('탕수육', 3), ('직원', 1), ('친절', 1), ('안되는', 1), ('식당', 1), ('조선족', 1), ('대부분', 1), ('그런지', 1), ('말투', 1), ('딱딱하고', 1)]",부정
69,맛나는 중국음식점 찹쌀탕수육 ㅋㅋ 딱 기침나오는 ㅎㅎ,4.0,0.7752,"[('맛나', 1), ('중국', 1), ('음식점', 1), ('찹쌀', 1), ('탕수육', 1), ('기침', 1)]",긍정
70,주문 잘못받았을때 태도가 어이없네요-다시 해드리겠습니다 라는게 정석일텐데 손님한테 따지네요 서비스도 매우 중요한게 음식업이죠-,4.0,0.019,"[('주문', 1), ('때', 1), ('태도', 1), ('어이없네요', 1), ('다시', 1), ('게', 1), ('정석', 1), ('손님', 1), ('서비스', 1), ('매우', 1)]",부정
0,한국에서 먹은 딤섬중에서는 아주 최상급!,5.0,0.9142,"[('한국', 1), ('딤섬', 1), ('아주', 1), ('최상급', 1)]",긍정
1,최악의서비를 맛보고 나옴~ 머리짧은 남자같은 홀종업원의 저렴한말투와 시장에서도 보기힘든 서비스. 정말 최악의 서비스 음식은 괜찮으나 종업원 교체가 절실히 필요한집!! 정말 다시 가고싶지않은 식당 1순위!!!,1.0,0.0297,"[('최악', 2), ('종업원', 2), ('서비스', 2), ('정말', 2), ('비', 1), ('머리', 1), ('짧은', 1), ('남자', 1), ('같은', 1), ('홀', 1)]",부정
