,document,score,review_score,most_words,Pos_Neu_Neg
80,해물파전은 달걀함량이 많은 듯... 그냥 그럼... 18000원의 가치는 없음. 두부는 맛있음..,4.0,0.2078,"[('해물파전', 1), ('달걀', 1), ('함량', 1), ('많은', 1), ('듯', 1), ('그냥', 1), ('그럼', 1), ('가치', 1), ('없음', 1), ('두부', 1)]",부정
81,매우 불친절함 다시는 안감,4.0,0.0054,"[('매우', 1), ('불친절함', 1), ('안감', 1)]",부정
83,불친절. 특히 주차아저씨들. 손님들을 짐짝취급함.,4.0,0.1871,"[('불친절', 1), ('주차', 1), ('아저씨', 1), ('손님', 1), ('짐짝', 1), ('취급', 1), ('함', 1)]",부정
88,가격이 비싼편이고 서비스도 평균 이하입니다. 다만 맛이 괜찮고 계산 하고 나가시는 곳에 콩비지를 무료로 가져가실 수 있습니다.,4.0,0.0369,"[('가격', 1), ('비싼', 1), ('편이', 1), ('서비스', 1), ('평균', 1), ('이하', 1), ('입니다', 1), ('다만', 1), ('맛', 1), ('괜찮고', 1)]",부정
91,콩비지는 빨간거 영양되비지는 하얀거 미역찹쌀간대기는 미역국에 옹심이넣은거,4.0,0.0086,"[('비지', 2), ('콩', 1), ('빨간거', 1), ('영양', 1), ('하얀거', 1), ('미역', 1), ('찹쌀', 1), ('대기', 1), ('미역국', 1), ('옹심이', 1)]",부정
96,맛은 디럽게 읍고 불친절하기까지!!!! 손님 많은게 이상해,4.0,0.0264,"[('맛', 1), ('디럽', 1), ('읍', 1), ('불친절하기까지', 1), ('손님', 1), ('많은게', 1), ('이상해', 1)]",부정
103,왕만두국에 나오는 칼국수가 그냥 밀가루같아요멸치국물에 익지도 않은 칼국수..근데 왜7500원이나하는건지,4.0,0.0454,"[('칼국수', 2), ('왕', 1), ('만두국', 1), ('그냥', 1), ('밀가루', 1), ('같아요', 1), ('멸치', 1), ('국물', 1), ('왜', 1)]",부정
118,아리랑방송쪽으로 곤드레집도 있습니다,4.0,0.2931,"[('아리랑', 1), ('방송', 1), ('쪽', 1), ('집도', 1), ('있습니다', 1)]",부정
123,맛은 있지만 가격에 비하면 다른곳과 비슷하다는 생각. 이제 배가 부르셨는지 확실한 불친절함을 보여주신다. 별관이 네채나 생길정도로 유명하다든데 이제 그만가고 싶은 생각까지 들게하는 집이 되어버렸네요.,4.0,0.045,"[('생각', 2), ('이제', 2), ('맛', 1), ('있지만', 1), ('가격', 1), ('비', 1), ('곳', 1), ('비슷하다는', 1), ('배', 1), ('확실한', 1)]",부정
12,물냉 비냉 녹두전 배달시켜먹었는데 녹두전만. 맛있었네요,1.0,0.8751,"[('녹두', 2), ('물냉', 1), ('비냉', 1), ('전', 1), ('배달', 1), ('전만', 1), ('맛있었네요', 1)]",긍정
21,선배랑 갔는데 저는 먹을만했는데 선배는 별로라네요. 호불호가 갈리는 듯 해요.,5.0,0.2094,"[('선배', 2), ('저', 1), ('로라', 1), ('호불호', 1), ('듯', 1), ('해', 1)]",부정
39,"여기는 메뉴가 몇 개 없음ㅋㅋㅋ비냉, 회냉, 물냉에 수육이랑 녹두전, 홍어가 끝ㅋㅋㅋㅋ 그래서 더 정감간다",5.0,0.2687,"[('메뉴', 1), ('몇', 1), ('개', 1), ('없음', 1), ('비냉', 1), ('회냉', 1), ('물냉', 1), ('수육', 1), ('녹두', 1), ('전', 1)]",부정
48,"수육 소 25,000원",4.0,0.3112,"[('수육', 1), ('소', 1)]",부정
64,먹기 힘들어요 별로에요,4.0,0.0223,"[('먹기', 1), ('힘들어요', 1), ('별로', 1)]",부정
72,제 입맛에는 마포본점이랑 좀 다른듯...,4.0,0.078,"[('제', 1), ('입맛', 1), ('마포', 1), ('본점', 1), ('좀', 1), ('다른듯', 1)]",부정
84,그냥 그저그랬어요. 특별할것까진 없는 집이에요,4.0,0.0387,"[('그냥', 1), ('그랬어요', 1), ('특별할것까진', 1), ('없는', 1), ('집', 1)]",부정
93,홀에는 40석 룸은 3개가 있습니다! 여름철에는 육계장과 양지탕밥은 아니되옵니다!,4.0,0.2981,"[('홀', 1), ('석', 1), ('룸', 1), ('개', 1), ('있습니다', 1), ('여름철', 1), ('육계장', 1), ('탕밥', 1), ('아니', 1)]",부정
94,호 김치가 입맛에 맞네여 ㅋㅋ 여기 젓가락은 왜 이리 긴거죠?,4.0,0.1166,"[('호', 1), ('김치', 1), ('입맛', 1), ('여기', 1), ('젓가락', 1), ('왜', 1)]",부정
98,염리동 생각하신다면 안됨. 양이 확연히 차이나기 때문에 사장님께 양 많이 달라고 해야 염리동 양 만큼 나옴. 추가 가격 없음. 맛도 좀 차이 나는데 분위기가 달라서인지는 모르겠음 ㅎㅎ 겨눌엔 양지탕밥이 별미,4.0,0.0114,"[('양', 3), ('염리동', 2), ('달라', 2), ('생각', 1), ('안됨', 1), ('확', 1), ('연히', 1), ('때문', 1), ('사장', 1), ('만큼', 1)]",부정
31,뜨아~1인분이 왜 이렇게 커,5.0,0.2482,"[('인분', 1), ('왜', 1)]",부정
48,고기를 좋아해서 3만원이나 하는 수육 시켰는데 맛도 비주얼도 실망이었어요.,5.0,0.0227,"[('고기', 1), ('좋아해서', 1), ('수육', 1), ('맛', 1), ('비주', 1), ('실망', 1)]",부정
86,"진짜 허접한 파스타도 몇만원하는 요즘물가에, 이정도 가격의 냉면은 어찌보면 그리 비싼건아닌것같기도!!",5.0,0.1134,"[('진짜', 1), ('접', 1), ('파스타', 1), ('만원', 1), ('요즘', 1), ('물가', 1), ('이정', 1), ('가격', 1), ('냉면', 1), ('어찌', 1)]",부정
98,"왜 20년 ,30년 단골이라고 자부하는 사람들이 많은지 한입먹고 나서 알 수 있었음 !!!! 봉피양 음식들이 전반적으로 싼 가격은 아니지만 그돈이 전혀 아깝지 않다고 생각함!!!!",4.0,0.1311,"[('왜', 1), ('단골', 1), ('자부', 1), ('사람', 1), ('많은지', 1), ('입', 1), ('알', 1), ('수', 1), ('있었음', 1), ('봉피', 1)]",부정
113,뭘 드시건 육회 한주먹만큼만 가운데 깔아보셔요! 극강의 맛!,4.0,0.2647,"[('뭘', 1), ('육회', 1), ('주먹', 1), ('가운데', 1), ('강의', 1), ('맛', 1)]",부정
117,직원들 삐리리 . 주차 꽝. 비싸고 맛은 평범,4.0,0.0216,"[('직원', 1), ('삐', 1), ('리리', 1), ('주차', 1), ('꽝', 1), ('비싸고', 1), ('맛', 1), ('평범', 1)]",부정
126,최근에 불친절이 컨셉인듯,4.0,0.1295,"[('최근', 1), ('불친절', 1), ('컨셉', 1), ('듯', 1)]",부정
131,봉사료가 아깝다고 직접 구우면 갈비 다 태울 가능성이 매우 높아 보입니다..,4.0,0.0617,"[('봉사', 1), ('료', 1), ('아깝다고', 1), ('직접', 1), ('구우', 1), ('갈비', 1), ('가능성', 1), ('매우', 1), ('높아', 1)]",부정
137,너무 비싼게 흠이나 저녁에도 식사 고객 냉대하지 않아 좋음. 냉면은 순면(만오천원)이 나아요~,4.0,0.1801,"[('비싼게', 1), ('흠', 1), ('저녁', 1), ('식사', 1), ('고객', 1), ('냉대', 1), ('좋음', 1), ('냉면', 1), ('순면', 1), ('만오천원', 1)]",부정
23,가격은 8천원. 원산지는 모두 국내산이에요ㅎㅎ 모든 메뉴의 가격은 동일합니다.,5.0,0.3088,"[('가격', 2), ('원산지', 1), ('모두', 1), ('국내', 1), ('산이', 1), ('모든', 1), ('메뉴', 1), ('동일합니다', 1)]",부정
40,비빔국수 먹었는데 나쁘지도 그리 뛰어나지도 않은 그런맛.~,4.0,0.2375,"[('비빔국수', 1), ('나쁘지도', 1), ('뛰어나지도', 1), ('맛', 1)]",부정
57,명동교자에서 20년 이상 일하신분이 오픈하셨다는 강남교자!! 이젠 명동교자말구 강남교자가 대세?ㅋㅋㅋㅋㅋㅋ,5.0,0.3023,"[('교자', 4), ('명동', 2), ('강남', 2), ('이상', 1), ('신분', 1), ('오픈', 1), ('젠', 1), ('대세', 1)]",부정
68,칼국수랑 떡국엔 적은 양의 밥이 같이 나와요 !!!! 배불러서 못먹을것 같다면 오산입니다 !!!! 꼭 호로로록 다 말아먹고 와요 !,4.0,0.1585,"[('칼국수', 1), ('떡국', 1), ('양', 1), ('밥', 1), ('배불러서', 1), ('같다면', 1), ('오산', 1), ('입니다', 1), ('꼭', 1), ('록', 1)]",부정
75,명동교자보다 육수가 살짝 약한 것 같아요. 맛은 그럭저럭 먹을만 해요.ㅋ,4.0,0.2457,"[('명동', 1), ('교자', 1), ('육수', 1), ('살짝', 1), ('약한', 1), ('것', 1), ('같아요', 1), ('맛', 1), ('해', 1)]",부정
76,슴슴하고 담백한 국물맛을 보충해 주려는 듯 김치는 간장도 살짝 넣은 명통 칼국수 김치보다는 간이 약하면서 맛은 그럭저럭 괜찮음. 개인적으로 명동 칼국수 김치는 맛이 너무 진해서 별로 인듯.,5.0,0.0249,"[('맛', 3), ('김치', 3), ('칼국수', 2), ('슴슴', 1), ('담백한', 1), ('국물', 1), ('보충', 1), ('듯', 1), ('간장', 1), ('살짝', 1)]",부정
96,명동교자랑 크게 맛이 다르지 않아요,4.0,0.1867,"[('명동', 1), ('교자', 1), ('크게', 1), ('맛', 1), ('다르지', 1)]",부정
102,명동 교자 스타일. 약간 기름 지지만 먹을만해요.,4.0,0.2931,"[('명동', 1), ('교자', 1), ('스타일', 1), ('약간', 1), ('기름', 1), ('지지', 1), ('만해', 1)]",부정
107,7천원의 가격이 바싸지만 한번도 아깝다는 생각이 든적없는 집이에요. 면류는 사리와 밥이 계속 리필되서 보통 두명이서 오면 칼/콩국수랑 만두 하나씩만 시킵니다.. 세명이상와도 명수대로 시키는 일은 거의 없으실꺼에요(특히 여자분들경우엔). 김치도 그날 만들고 위생면에서도 깔끔해요.,4.0,0.0478,"[('가격', 1), ('바', 1), ('한번', 1), ('아깝다는', 1), ('생각', 1), ('적', 1), ('없는', 1), ('집', 1), ('면류', 1), ('사리', 1)]",부정
129,맛집이라고 찾아갈만한 맛은 아니에요~,4.0,0.1532,"[('맛집', 1), ('맛', 1), ('아니에요', 1)]",부정
20,"음식하나하나 전날 만들어두지않고, 당일 딱 정해진 양만 만드신다는 사장님!!",5.0,0.2243,"[('하나', 2), ('음식', 1), ('전날', 1), ('당일', 1), ('정해진', 1), ('양', 1), ('사장', 1)]",부정
42,뼈다귀를 어어엄청 큰거를 넣어주셨다 정말 원없이 뜯어먹었다!!!,4.0,0.1672,"[('뼈', 1), ('귀', 1), ('어어', 1), ('정말', 1), ('원', 1)]",부정
38,조미료맛 좋아하시는분들은 여기 않좋아하시겠지만 입맛 까다로운 분들 데리고 와도 욕안먹을 집이에요,5.0,0.2748,"[('조미료', 1), ('맛', 1), ('좋아하시는', 1), ('분', 1), ('여기', 1), ('좋아하시겠지만', 1), ('입맛', 1), ('까다로운', 1), ('데리', 1), ('욕', 1)]",부정
61,냉동만두도 파네요,4.0,0.2764,"[('냉동', 1), ('만두', 1), ('파네', 1)]",부정
17,코로나시대에 룸이 있어서 거래처분 모시고 다녀왔는데 고급지고 친절하고 맛있고 뿌듯했어요! 강추! 다음에 가족끼리도 갈려고요,1.0,0.9931,"[('코로나', 1), ('시대', 1), ('룸', 1), ('있어서', 1), ('거래처', 1), ('모시', 1), ('고급', 1), ('지고', 1), ('친절하고', 1), ('맛있고', 1)]",긍정
29,★★★★★필독★★★★필독★★★★★★장난치는것도 아니고 악질이네요. 아주.카카오에서 평점 4점 넘기기가 쉽지 않은데 평점 조작을 했을줄이야. 양심이 썩어문드러졌네요.하나부터 열까지 마음에 안들어서 기분 잡치고왔어요. 평점 좋은거 다 거르시고 안 좋은거만 보세요. 굳이 길게 정성들여 안좋은 리뷰를 남기는 이유가 있어요.1.들어왔을때부터 일하시는 분이 어서오세요라는 말도 없고 그냥 소 닭보듯함. 잘못들어온 줄.2.예약 했냐길래 안했다니까 무슨 이상한사람 취급함.3.여러종류 1인분씩 주문하려니 안된다고함. 같은종류 2인분 주문해야 2인분 가격에 2+1행사로 3인분 제공된다는걸 말하고 싶었던거 같은데 그걸 그냥 안된다고 말함. 아니면 진짜 1인분씩이 안되는거면 그건 그거대로 이상함.4. 그릴링이 진짜 진심 형편없음. 소고기는 센불에 겉을 바짝 익히고 속은 촉촉하게 구워야하는데 약불에 구워서 구운고기가 아니고 무슨 찐고기 됨. 너무 노답이라 직접 구우려고 불을 세게 올렸는데 자꾸 지나가면서 불을 낮춤.5. 고기가 진짜 그 가격대에 먹은 한우 중에 내 인생 통틀어 개노맛임 육향이 없다시피 싱겁고 지방 고소한맛도 없고 진짜 한우투뿔? 한우가 맞는지부터 의심스러움. 고기에서 신맛이나 무슨 ㅋㅋ6.결국에 먹다가 남겼음. 그 가격대 소고기를 먹다가 남겼는데 혹시 식사가 마음에 안드셨나 물어보는 것도 아니고 그냥 계산함.진짜 리뷰 잘 안남기는데 이딴곳은 화가납니다. 가성비 소고기도 아니고 이 가격 받아 쳐 먹을거면 양심 가지고 장사하세요. 진심을 다했는데 억울한거면 장사에 소질이 없으신거니 접으시고요. 모처럼 한우먹으러 가려고 평점보고 간건데 겁나 재수없네요. 퉤.,5.0,0.0027,"[('인분', 5), ('진짜', 5), ('아니고', 4), ('평점', 4), ('가격', 4), ('불', 4), ('그냥', 3), ('함', 3), ('무슨', 3), ('소고기', 3)]",부정
33,인테리어도 너무 예쁘고 고기도 너무 맛있어요 😍 퀄리티도 장난 아니고 고기도 입에서 살살 녹아요 ,1.0,0.9676,"[('고기', 2), ('인테리어', 1), ('예쁘고', 1), ('맛있어요', 1), ('퀄리티', 1), ('장난', 1), ('아니고', 1), ('입', 1), ('살살', 1)]",긍정
35,여기 완전 맛있어요 ㅠㅠㅠㅠ 다음에 또 찾아올게요!,2.0,0.9775,"[('여기', 1), ('완전', 1), ('맛있어요', 1), ('다음', 1), ('또', 1)]",긍정
36,아빠 생신이라서 후기 좋은곳으로 모시고 갔는데 여기 대박이네요..ㅠㅠ 입에서 거기는 녹고 관자는 쫄깃 전복식감 예술입니다.. 꼭가셔서드세요 두번세본 드세여!!,1.0,0.9815,"[('아빠', 1), ('생신', 1), ('후기', 1), ('좋은', 1), ('곳', 1), ('모시', 1), ('여기', 1), ('대박', 1), ('요', 1), ('입', 1)]",긍정
42, 차돌박이,5.0,0.3234,"[('차돌박이', 1)]",부정
47,차돌박이에 전복,4.9,0.2268,"[('차돌박이', 1), ('전복', 1)]",부정
53,전복삼합,5.0,0.2522,"[('전복', 1), ('합', 1)]",부정
54, 먹으면 부자되는 기분👍🏻 아 내가 이래서 돈 버는구나 열심히 돈 벌어야지~~ 의욕 뿜뿜하게 하는 전복삼합 미쳤음 진짴ㅋㅋㅋ,5.0,0.0521,"[('돈', 2), ('부자', 1), ('기분', 1), ('내', 1), ('버는구', 1), ('의욕', 1), ('뿜뿜하', 1), ('전복', 1), ('합', 1), ('미쳤음', 1)]",부정
55,밑에 댓글보면바위섬가든+백억하누 알바 엄청돌립니다,5.0,0.0261,"[('밑', 1), ('댓글', 1), ('바위', 1), ('백억', 1), ('누', 1), ('알바', 1)]",부정
59,안녕하세요,5.0,0.2203,"[('안녕하세요', 1)]",부정
70,오랜만에 회식하려고 알아보다가 방문. 고기도 좋고 고급지게 잘 나와서 맛있게 먹었어요 팀원들도 좋아하고 좋네요,1.3,0.9844,"[('만', 1), ('회식', 1), ('방문', 1), ('고기', 1), ('좋고', 1), ('고급', 1), ('지게', 1), ('맛있게', 1), ('팀원', 1), ('좋아하고', 1)]",긍정
71,고기만 먹음. 종류별로 먹어봤는데 퀄리티가 좋지 않음. 가스+팬으로 구워먹는데 화력이 빈약함.,5.0,0.0194,"[('고기만', 1), ('먹음', 1), ('종류', 1), ('별로', 1), ('퀄리티', 1), ('좋지', 1), ('가스', 1), ('팬', 1), ('화', 1), ('빈약함', 1)]",부정
4,10년도 전에 처음 갔었고 종종 친구들과 생각나서 들르는 곳입니다.그동안 입맛이 변했는지 이젠 떡볶이 소스에 볶은 알곤이로밖에는 느껴지지 않네요2층 서버는 왜이리 불친절한지…과거의 영광에 존경을 표하며 별3개 드립니다.,1.0,0.8087,"[('전', 1), ('처음', 1), ('종종', 1), ('친구', 1), ('곳', 1), ('입니다', 1), ('그동안', 1), ('입맛', 1), ('변했는지', 1), ('젠', 1)]",긍정
7,맛은 맛있습니다. 근데 여자사장인지 짜증내고 너어어어무 별루입니다. 맛있지만 다신 안옵니다. 위생도 별로에요,4.3,0.1243,"[('맛', 1), ('맛있습니다', 1), ('자사', 1), ('짜증', 1), ('어어', 1), ('무', 1), ('루', 1), ('입니다', 1), ('맛있지만', 1), ('위생', 1)]",부정
8,무슨 맥주가 6천원이다냐..,4.7,0.2451,"[('무슨', 1), ('맥주', 1)]",부정
18,맛집인건 인정하는데 사장님 직원들의 서비스 태도는 개선이 필요하다고 생각합니다. 죄송하지만 직원분태도 덕에 매우 불쾌했고 있는 동안기분 좋은 식사는 전혀 아니였어요.,4.5,0.0931,"[('직원', 2), ('태도', 2), ('맛집', 1), ('건', 1), ('인정', 1), ('사장', 1), ('서비스', 1), ('개선', 1), ('필요하다고', 1), ('생각', 1)]",부정
23,알탕 안 좋아한다규 생각한건... 내 착각이어따,4.4,0.0694,"[('알탕', 1), ('안', 1), ('좋아한다', 1), ('규', 1), ('생각', 1), ('건', 1), ('내', 1), ('착각', 1)]",부정
32,맛있습니다! 다만 사람이 너무 많아서 슬픔..,1.5,0.9656,"[('맛있습니다', 1), ('다만', 1), ('사람', 1), ('많아서', 1), ('슬픔', 1)]",긍정
33,맛은진짜 그 어딜가도 이만한 집 찾기 힘들정도로 너무 좋아요! 좀 북적이고 분위기는 찾으면 안되지만 그냥 너무 맛있어서 갑니다,1.5,0.9821,"[('맛', 1), ('진짜', 1), ('그', 1), ('가도', 1), ('이만', 1), ('집', 1), ('찾기', 1), ('힘들', 1), ('정도', 1), ('좋아요', 1)]",긍정
36,살면서 부정적인 리뷰는 또처음써봐옄ㅋㅋㅋ진짜 서빙아줌마 너무 불칠절함 미쳤음 10시50분까지고 마지막 오더9시 50분이라고 써놓고 손님들 다 10시 20분에 손님들 다 내쫒으심…ㅋㅋㅋㅋㅋㅋ운영시간을 변경하시던지 하시지..…10분마다 재촉하시는데 밥을 제대로 먹을수가없었어요 진짜 기대하고 간건데…,4.0,0.0259,"[('진짜', 2), ('손님', 2), ('부정', 1), ('리뷰', 1), ('또', 1), ('처음', 1), ('써봐옄', 1), ('서빙', 1), ('아줌마', 1), ('불칠절함', 1)]",부정
40,음식에서 머리카락도아니고 털이나옴;직원한테 말했더니아이고 어떡해 다시해드려야하나? 라고함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4.0,0.0402,"[('음식', 1), ('머리카락', 1), ('아니고', 1), ('털', 1), ('옴', 1), ('직원', 1), ('말', 1), ('어떡해', 1), ('다시', 1), ('고함', 1)]",부정
52, 정말 실망입니다.소화기관이 약하신 분들은 무조건 탈날태니 가지 않는걸 추천 드립니다.,4.3,0.0591,"[('정말', 1), ('실망', 1), ('입니다', 1), ('소화기관', 1), ('약하신', 1), ('분', 1), ('무조건', 1), ('탈날태', 1), ('가지', 1), ('추천', 1)]",부정
57,알도 비리고  바로앞에서 수저 물기닦는 조선족 이모 바닥에 젓가락 떨어트린거 그냥 줏어서 쓱쓱 닦아 수저통에 넣는거 2번 봤음 .  손님앞에서 이러면 안보이는데선 어떻다는건지 . 솔직히 맛이 있는지도 모르겠음,4.3,0.0056,"[('앞', 2), ('알도', 1), ('비리', 1), ('바로', 1), ('수저', 1), ('물기', 1), ('조선족', 1), ('이모', 1), ('바닥', 1), ('젓가락', 1)]",부정
60,여자친구와 알찜이 너무 먹고싶어서 평일 브레이크 끝나자마자 찾아갔는데 손님이 없어서 서비스는 무난무난했고 둘이서 알찜 소짜 시키니깐 양도 괜찮았고 볶음밥도 무난무난.맛으로 따지면 진짜맛있다 이거보다는 알이니깐 맛있네 느낌정도?암튼 오이냉국도 맛있었고 깻잎양배추쌈도 생각보다 맛있었음.총점은 4점,2.0,0.9507,"[('무난', 4), ('알찜', 2), ('점', 2), ('여자친구', 1), ('평일', 1), ('브레이크', 1), ('손님', 1), ('없어서', 1), ('서비스', 1), ('둘이서', 1)]",긍정
71, 다른 후기와 마찬가지로 너무 양이 없는 건 맞아요..가성비는 별로지만 그냥저냥 괜찮은집.다만 볶음밥은 맛집입니다.........!!!!!,4.4,0.057,"[('다른', 1), ('후기', 1), ('마찬가지', 1), ('양', 1), ('없는', 1), ('건', 1), ('가성', 1), ('별로', 1), ('저', 1), ('괜찮은', 1)]",부정
77,맛은 보통. 서빙 최악. 여기 서빙보다 못하는곳은 본적이 없음.,4.3,0.0558,"[('서빙', 2), ('맛', 1), ('보통', 1), ('최악', 1), ('여기', 1), ('곳', 1), ('본적', 1), ('없음', 1)]",부정
84,기대보다 별로였어요..배달의 민족으로 시켰을땐 음...알 양은 만족스러웠지만 양념이 뭔가 밍숭맹숭..매운걸 잘 못먹어서 맵기만하고 뭔가 맛있게 매운 맛이 아니라감칠맛이나 깊은맛이 전혀 없어서 싱거우면서 매운..?그런 맛이 아쉬워 직접 가서 먹어봤는데도 똑같네요그냥 양념자체가 저랑은 안맞나봐요양념이 맛있으면 참 맛잇을텐데 아쉽..,4.0,0.0059,"[('맛', 4), ('양념', 3), ('매운', 3), ('뭔가', 2), ('기대', 1), ('별로', 1), ('배달', 1), ('민족', 1), ('땐', 1), ('음', 1)]",부정
3,주말에가면 오천원깍아줌 대봑 평일도 깍아주셈ㅋㅋㅋ 강남역에서가까움ㅋ 중국요리맛집초선과여포함가보세용ㅎ,4.0,0.2333,"[('주말', 1), ('가면', 1), ('오천원', 1), ('줌', 1), ('대봑', 1), ('평일도', 1), ('아주', 1), ('셈', 1), ('강남역', 1), ('움', 1)]",부정
6,짬뽕  4 간짜장 5 >>>2 로 먹는 동안 바뀜 혹자는 불맛가득 간짜장이 최고라 하는데 개인적으로 목초액을 넣은게 아니면 이런 비정상적  불맛이 향이 강한 짜장에서 나올 수 있다고 믿지 않음.   이 간짜장을 먹으면 2 입은 맛있는데  그이후론 속이 메스꺼워짐.   너무 덜익어 나와서 맵가까지한 양파는 에바임... 깐풍기   4.5 누룽지탕 5   강추 나머진 모두 4 이상 일 듯. 양이 적어 가성비눈 떨어짐. 요끼끼워 팔기하는 만두는 개인적으론 서울 촤고는 아니지만 맛있슴.  하지만 주인장 양심이 마음에 들자 않아 더이상 안감. 맛이 예전보단 못하지만 그래도  일일향을 추천,4.0,0.069,"[('간짜장', 3), ('불맛', 2), ('개인', 2), ('이상', 2), ('짬뽕', 1), ('로', 1), ('동안', 1), ('혹', 1), ('가득', 1), ('최고', 1)]",부정
6,어향동고A. 탕수육C. 짬뽕A.,4.0,0.1693,"[('어향동', 1), ('탕수육', 1), ('짬뽕', 1)]",부정
