,document,score,review_score,most_words,Pos_Neu_Neg
13,청담동 찌개집.. 김치찌개가 맛있고 유명합니다. 연예인들이 많이 온다네요.,5.0,0.5892,"[('청담동', 1), ('찌개', 1), ('집', 1), ('김치찌개', 1), ('맛있고', 1), ('유명합니다', 1), ('연예인', 1)]",중립
14,청담동 김치찌개 맛집으로 유명한집. 찌개도 맛있고 고기도 먹을 만 합니다. 소주 한잔 하기에 좋아요.,5.0,0.974,"[('청담동', 1), ('김치찌개', 1), ('맛집', 1), ('유명한', 1), ('집', 1), ('찌개', 1), ('맛있고', 1), ('고기', 1), ('만', 1), ('소주', 1)]",긍정
15,칼칼한 찌개가 정말 좋은곳. 청담동에 이런집이 있다니요. 호 자주 오는 집이에요.,5.0,0.9595,"[('집', 2), ('칼칼한', 1), ('찌개', 1), ('정말', 1), ('좋은', 1), ('곳', 1), ('청담동', 1), ('있다니요', 1), ('호', 1), ('자주', 1)]",긍정
16,청담동 김치찌개 맛집. 삼겹살도 맛있어서 가끔 오는 곳입니다. 칼칼한 찌개가 먹을 만 해요.,4.0,0.8992,"[('청담동', 1), ('김치찌개', 1), ('맛집', 1), ('삼겹살', 1), ('맛있어서', 1), ('가끔', 1), ('곳', 1), ('입니다', 1), ('칼칼한', 1), ('찌개', 1)]",긍정
17,청담동 김치찌개 맛집. 밥 먹으로 즐겨 찾는 곳이다.,5.0,0.9373,"[('청담동', 1), ('김치찌개', 1), ('맛집', 1), ('밥', 1), ('곳', 1)]",긍정
18,청담동에서 김치찌개를 맛있게 먹을 수 있는 곳이다. 삼겹살도 맛잇다. 청담동에 어울리지 않은 것 같지만 손님이 많은 곳이다.,5.0,0.8566,"[('청담동', 2), ('곳', 2), ('김치찌개', 1), ('맛있게', 1), ('수', 1), ('있는', 1), ('삼겹살', 1), ('맛', 1), ('것', 1), ('같지만', 1)]",긍정
19,괜찮은 고기집에서 먹는 그런 고기맛 생고기가 안맛있을수가없으니까요,3.0,0.4319,"[('고기', 2), ('괜찮은', 1), ('집', 1), ('그런', 1), ('맛', 1), ('생', 1), ('맛있을수가', 1), ('없으니까', 1), ('요', 1)]",중립
20,찌개에들어가는게 퍽퍽한살위주라… 비계와 껍데기가 같이 섞여있는 고기가 더맛있는데… ㅠ.ㅜ,3.0,0.0867,"[('찌개', 1), ('퍽퍽', 1), ('살', 1), ('위주', 1), ('비계', 1), ('껍데기', 1), ('고기', 1), ('더', 1), ('맛있는데', 1)]",부정
21,김치찌개가 1인분씩 따로담아나와서 좋네요,3.0,0.889,"[('김치찌개', 1), ('인분', 1), ('좋네요', 1)]",긍정
22,삼겹살도 두툼한게 너어무맛있어요ㅠㅠ 김치찌개도 먹었는데 두부도크고 고기도크고 존맛,3.0,0.9732,"[('도크', 2), ('삼겹살', 1), ('두툼한', 1), ('너', 1), ('무', 1), ('맛있어요', 1), ('김치찌개', 1), ('두부', 1), ('존맛', 1)]",긍정
23,정육식당이라 그런지 고기상태가 좋아요 그래서 맛도 완전 꿀b,5.0,0.9656,"[('정육', 1), ('식당', 1), ('그런지', 1), ('상태', 1), ('좋아요', 1), ('맛', 1), ('완전', 1), ('꿀', 1)]",긍정
24,찌개에 김치랑 두부랑 큰덩어리의 고기만 들어간거뿐인데 왜이리 맛있는걸까요 ㅋㅋㅋㅋ,5.0,0.9283,"[('찌개', 1), ('김치', 1), ('두부', 1), ('덩어리', 1), ('고기만', 1), ('뿐', 1), ('왜', 1), ('맛있는걸', 1)]",긍정
25,정육식당인데 김치찌개가 엄청 유명,3.0,0.1229,"[('정육', 1), ('식당', 1), ('김치찌개', 1), ('유명', 1)]",부정
26,남자친구랑 해장하러 갔는데 고기랑 김치찌개 너무맛있어서 소주한잔ㅋㅋ,3.0,0.9869,"[('남자친구', 1), ('해장', 1), ('고기랑', 1), ('김치찌개', 1), ('맛있어서', 1), ('소주', 1), ('한잔', 1)]",긍정
27,김치찌개에 비계고기덩어리가 숭텅숭텅들어갔는데 와 너무맛있어요,4.0,0.9615,"[('김치찌개', 1), ('비계', 1), ('고기', 1), ('덩어리', 1), ('숭텅숭', 1), ('텅', 1), ('맛있어요', 1)]",긍정
28,"친구들이랑 셋이가서 찌개2,제육볶음 먹엇어요ㅎㅎ 고기도맛있어서 굳",4.0,0.9837,"[('친구', 1), ('셋', 1), ('찌개', 1), ('제육', 1), ('볶음', 1), ('먹엇어', 1), ('기도', 1), ('맛있어서', 1), ('굳', 1)]",긍정
29,계란말이도맛있고 제육볶음도맛있음,3.0,0.9685,"[('계란말이', 1), ('맛있고', 1), ('볶음', 1), ('맛있음', 1)]",긍정
30,정육식당이 최고!!,5.0,0.9263,"[('정육', 1), ('식당', 1), ('최고', 1)]",긍정
31,비주얼로는 그렇게 막 엄청나지않은데 맛은 엄청나요! 남자친구랑 해장하러 자주가요ㅋㅋㅋㅋ,3.0,0.8407,"[('비주', 1), ('얼', 1), ('막', 1), ('엄청나지', 1), ('맛', 1), ('엄청나요', 1), ('남자친구', 1), ('해장', 1), ('자주', 1), ('가요', 1)]",긍정
32,여기 김치찌개도 맛있는데 항정살><너무조아용,3.0,0.945,"[('여기', 1), ('김치찌개', 1), ('맛있는데', 1), ('항정살', 1), ('무조', 1), ('용', 1)]",긍정
33,김치도 맛있고 고기도 맛있고 국물도 맛있공,4.0,0.9797,"[('맛있고', 2), ('김치', 1), ('고기', 1), ('국물', 1), ('맛있', 1), ('공', 1)]",긍정
34,수요미식회에 김치찌개 맛집으로 나왔더라구요ㅎ 김치찌개도맛있는데 여기 고기도 맛있는데,4.0,0.9876,"[('김치찌개', 2), ('맛있는데', 2), ('요미', 1), ('회', 1), ('맛집', 1), ('여기', 1), ('고기', 1)]",긍정
35,김치찌개에 묵은지도 참 맛있어요ㅎㅎ 두부가 큰게 들어가있고 고기도 되게 커요,5.0,0.9069,"[('김치찌개', 1), ('묵은지', 1), ('맛있어요', 1), ('두부', 1), ('고기', 1)]",긍정
36,강남권에서 준수하게 김치찌개를 먹을 수 있는 곳. 질 좋은 삼겹살이 들어간 김치찌개를 먹을 수 있다.,4.0,0.9519,"[('김치찌개', 2), ('수', 2), ('강남', 1), ('준수', 1), ('있는', 1), ('곳', 1), ('질', 1), ('좋은', 1), ('삼겹살', 1), ('있다', 1)]",긍정
37,저는 만족스러웠어요~,4.0,0.9506,"[('저', 1), ('만족스러웠어요', 1)]",긍정
38,Love this place - get the 김칮찌개,4.0,0.2758,"[('김칮', 1), ('찌개', 1)]",부정
39,꽤 괜찮았어요,4.0,0.904,"[('꽤', 1), ('괜찮았어요', 1)]",긍정
40,또 가고 싶어요,3.0,0.707,"[('또', 1)]",긍정
41,김치찌개  먹을만했음,4.0,0.5065,"[('김치찌개', 1)]",중립
42,먹고싶을만했었어요,3.0,0.7844,[],긍정
43,좋네요,3.0,0.8948,"[('좋네요', 1)]",긍정
44,김치찌개 진짜 괜찮은 거 같아요,4.0,0.8587,"[('김치찌개', 1), ('진짜', 1), ('괜찮은', 1), ('거', 1), ('같아요', 1)]",긍정
45,생각보다는 별로였지만 그래도 나쁘지는 않았음,3.0,0.5168,"[('생각', 1), ('별로', 1), ('나쁘지는', 1)]",중립
46,나쁘진 않아요.,3.0,0.7585,"[('나쁘진', 1)]",긍정
47,내 친구는 맛있다고 하더라고요~,4.0,0.9402,"[('내', 1), ('친구', 1), ('맛있다고', 1)]",긍정
48,생삼겹살 • 목살김치볶음 • 김치찌개 강추,3.5,0.784,"[('생', 1), ('삼겹살', 1), ('목살', 1), ('김치', 1), ('볶음', 1), ('김치찌개', 1), ('강추', 1)]",긍정
0,맛있어요,5.0,0.9502,"[('맛있어요', 1)]",긍정
1,왕맛있어여,5.0,0.9641,"[('왕', 1), ('맛있어여', 1)]",긍정
2,최근들어 맛이 왔다갔다하는집이지만  좋아하는집이에요,4.0,0.9574,"[('집', 2), ('최근', 1), ('맛', 1), ('좋아하는', 1)]",긍정
3,여기 맛있네요,5.0,0.9502,"[('여기', 1), ('맛있네요', 1)]",긍정
4,맛있어요,5.0,0.9502,"[('맛있어요', 1)]",긍정
5,지식사이트 https://jisik.site 에서 보고 가봤는데 정말 맛있었다.,5.0,0.9668,"[('지식', 1), ('사이트', 1), ('보고', 1), ('정말', 1), ('맛있었다', 1)]",긍정
6,고기 맛은 최고!! 다만 정신놓고 먹다보면 지갑이 텅텅!,5.0,0.8349,"[('고기', 1), ('맛', 1), ('최고', 1), ('다만', 1), ('정신', 1), ('지갑', 1), ('텅텅', 1)]",긍정
7,맛있어요!,3.5,0.9502,"[('맛있어요', 1)]",긍정
8,청담동 소고기 맛집의 대명사라고 할 수 있는 곳. 연예인들도 은근 많이 찾아오는 곳이에요. 예전부터 가는 곳이지만 변함없이 고기 상태가 아주 훌륭해요. 꽃등심은 숯불 위에서 앞뒤로 살짝만 익혀 소금에 콕 찍어 먹으면 완벽한 조합이에요! 육회 비빔밥에는 육회가 아주 낭낭하게 들어있어 식사로 딱 좋아,4.0,0.9767,"[('곳', 3), ('아주', 2), ('육회', 2), ('청담동', 1), ('소고기', 1), ('맛집', 1), ('대명사', 1), ('수', 1), ('있는', 1), ('연예인', 1)]",긍정
9,m,3.5,0.4542,[],중립
10,맛있습니다,3.5,0.9502,"[('맛있습니다', 1)]",긍정
11,ㅓㅓ,3.5,0.4923,[],중립
12,밤에 소주 한잔하러 갔다가 연예인들도 많이 보는곳. 갈때마다 알아봐주시는 이모님이 계시는데 선지 좋아한다고 듬뿍 주셔서 너무 좋았어요. 사실 맛으로는 포크 세개정돈데 이모님의 서비스로 포크 하나 더.,4.0,0.8821,"[('이모', 2), ('포크', 2), ('밤', 1), ('소주', 1), ('한잔', 1), ('연예인', 1), ('곳', 1), ('때', 1), ('계시는데', 1), ('선지', 1)]",긍정
13,영동대교 아래 청담 편의점 같은 한식당. 육회비빔밥은 선지국과 같이나와 먹기 편하다. 따로국밥은 대구의 따로국밥이 아닌 선지국과 밥이 따로 나올 뿐이다. 고기들은 적당한 숯불에 적당히 구워지고 밑반찬들의 수준도 적당한 정도 느낌이다. 식사를 마치고 나서도 포만행복 중추와 연결된 측두엽 쪽에서 배는 부른데 뭔가 빠진듯한 애매한 느낌의 신호를 보내는 것 같다.,5.0,0.9154,"[('선지국', 2), ('국밥', 2), ('적당한', 2), ('느낌', 2), ('영동대교', 1), ('아래', 1), ('청담', 1), ('편의점', 1), ('같은', 1), ('한식당', 1)]",긍정
14,육회비빔밥 가격이 높지만 구성대비 가성비 굿입니다. 옆에 클럽이 생겨서  요즘 새벽에 못가는게 아쉬울뿐입니다,4.0,0.9668,"[('육회', 1), ('비빔밥', 1), ('가격', 1), ('높지만', 1), ('구성', 1), ('대비', 1), ('가성', 1), ('비', 1), ('굿', 1), ('입니다', 1)]",긍정
15,이따금씩 생각나는 곳...,4.0,0.8756,"[('곳', 1)]",긍정
16,육회하면 새벽집!,5.0,0.3527,"[('육회', 1), ('새벽', 1), ('집', 1)]",중립
17,오랫만에 #새벽집 #청담동맛집 역시 명불허전 기름이 적어 담백한 고기 퀄러티가 좋아요^^,5.0,0.9858,"[('만', 1), ('역시', 1), ('명불허전', 1), ('기름', 1), ('담백한', 1), ('고기', 1), ('퀄러티', 1), ('좋아요', 1)]",긍정
18,근처서 밤새 놀다 배고파 다녔던 추억이 깃든 집.. 오래동안 사랑받는 집.. 고기 맛나고.. 육회비빔이면 선짓국는 걍 먹을 수 있고.. 리필도..,4.0,0.9218,"[('집', 2), ('근처', 1), ('밤새', 1), ('배고파', 1), ('추억', 1), ('깃', 1), ('동안', 1), ('고기', 1), ('맛', 1), ('육회', 1)]",긍정
19,육회비빔밥에 나오는 선지해장국 맛나요~~,4.0,0.5559,"[('육회', 1), ('비빔밥', 1), ('선지', 1), ('해장국', 1), ('맛', 1), ('요', 1)]",중립
20,93년부터 다녔던 집인데 그간 맛은 크게 변하지 않은거 같으나 가격은 엄청 변했다. ㅋ 영동고 남단에 있던 무등산이 강남의 고깃집의 고깃값은 죄다 올려 놓고 새벽집이 아주 정점을 찍어벼렸네 ㅡㅡ 마블링이 워낙 심해(?) 고기 육즙의 맛이라고 하기보단 그냥 지방맛으로 인해 120그램만 먹어도 느끼해서 추가주문을 안하게되는 주인의 세심한 배려가 돋보인다. 그냥 육회비빔밥 시켜서 선짓국과 함께 한끼 식사를 먹는것이 좋다,2.0,0.1939,"[('맛', 3), ('집', 2), ('그냥', 2), ('그간', 1), ('크게', 1), ('변하지', 1), ('같으나', 1), ('가격', 1), ('변했다', 1), ('영동고', 1)]",부정
21,갈비탕 먹지마러... 가격엄청시리 비싸고 반찬 달라 하기도  겁나고  다시는 가기싫구만.,5.0,0.0264,"[('갈비탕', 1), ('마러', 1), ('가격', 1), ('시리', 1), ('비싸고', 1), ('반찬', 1), ('달라', 1), ('가기', 1), ('싫구만', 1)]",부정
22,육회고기도 꽤나실하게들어있고 양도넉넉하니 한그릇 다 못먹고나왔어요~! 다음번방문때엔 비빔밥1개와 다른메뉴시켜서 나눠먹으려구요~!,3.5,0.9036,"[('육회', 1), ('기도', 1), ('꽤', 1), ('실하게', 1), ('양도', 1), ('넉넉하니', 1), ('그릇', 1), ('다음', 1), ('번', 1), ('방문', 1)]",긍정
23,서울의5대육회비빔밥맛집!  기본으로 나오는찬들도 깔끔한게 엄마밥못지않게 맛있었어요 ^^ 육회먹으러 마장동까지 갈필요없으니 다행입니다 ㅎ,3.5,0.9936,"[('육회', 2), ('서울', 1), ('비빔밥', 1), ('맛집', 1), ('기본', 1), ('찬', 1), ('깔끔한게', 1), ('엄마', 1), ('밥', 1), ('못지않게', 1)]",긍정
24,청담고 ㅏ어울리지않았던 소소한건물외관이라 깜놀?ㅎ 꽃등심마블링이 화려했어요! 한점씩 사라지는 마법을 볼때마다 가슴이아프네요 ㅠㅠㅠ,3.5,0.9087,"[('청담고', 1), ('소소한', 1), ('건물', 1), ('외관', 1), ('깜놀', 1), ('꽃', 1), ('등심', 1), ('마블링', 1), ('화려했어요', 1), ('점', 1)]",긍정
25,한자몰랐으면 메뉴판못읽을뻔헀어욬ㅋㅋㅋㅋㅋㅋ 육회비빔밥시키니까 따뜻한 선짓국이랑 같이나와서 대박감동 ㅠㅠㅠ안그래도 추웠는데 덕분에 따뜻했다능~*,3.0,0.9876,"[('한자', 1), ('메뉴판', 1), ('뻔', 1), ('헀어욬', 1), ('육회', 1), ('비빔밥', 1), ('따뜻한', 1), ('선짓국', 1), ('대박', 1), ('감동', 1)]",긍정
26,근처클럽에서 발바닥불나도록놀고 배고플때가는 필수코스임. 육회비빔밥이 진.짜.겁.나.맛.있.음! 중독성쩌는맛이라서 클럽가는날엔 꼭가야됨,3.0,0.9921,"[('클럽', 2), ('맛', 2), ('근처', 1), ('발바닥', 1), ('배고플', 1), ('때', 1), ('필수', 1), ('코스', 1), ('임', 1), ('육회', 1)]",긍정
27,한우전문점으로 유명한 맛집~* 늦은시간까지영업하는거보니 그시간에도 방문하는 손님이 꽤나되나봐요~ 아빠가 이곳고기를좋아해서 가끔 주말에외식하러와요,3.5,0.9873,"[('시간', 2), ('한우', 1), ('전문점', 1), ('유명한', 1), ('맛집', 1), ('영업', 1), ('방문', 1), ('손님', 1), ('꽤', 1), ('아빠', 1)]",긍정
28,제 입맛에 딱이네요.,5.0,0.9024,"[('제', 1), ('입맛', 1), ('딱이네요', 1)]",긍정
29,육회비빔밥 최고에요~,5.0,0.9787,"[('육회', 1), ('비빔밥', 1), ('최고', 1)]",긍정
30,전라도1++암소꽃등심 가격이쎄고 양은적은것같은데 너무너무맛있어요ㅠㅠ,5.0,0.9041,"[('전라도', 1), ('꽃', 1), ('등심', 1), ('가격', 1), ('쎄고', 1), ('양은', 1), ('같은데', 1), ('맛있어요', 1)]",긍정
31,24시간이라서 먹고싶을때 언제라도 갈수있어좋아요ㅎㅎ,5.0,0.9724,"[('때', 1), ('언제', 1), ('갈수', 1), ('있어', 1), ('좋아요', 1)]",긍정
32,여기대표메뉴는 꽃등심하고 육회비빔밥이죠 ㅋㅋ,5.0,0.6763,"[('여기', 1), ('대표', 1), ('메뉴', 1), ('꽃등', 1), ('심하고', 1), ('육회', 1), ('비빔밥', 1)]",긍정
33,육회비빔밥안에 들어간 고기의 상태도 정말 좋아요! 정말 육회가 많이 들어있어서 고기의 풍미를 느낄수있었어요,5.0,0.8853,"[('육회', 2), ('고기', 2), ('정말', 2), ('비빔밥', 1), ('안', 1), ('상태', 1), ('좋아요', 1), ('미를', 1)]",긍정
34,다른 가게에 비해 경쟁력이 떨어지는거같다. 맛이 엄청 맛있는거도 아니고 그냥 한번씩 육회비빔밥이나 먹으러 와야겠다,5.0,0.0778,"[('다른', 1), ('가게', 1), ('경쟁력', 1), ('같다', 1), ('맛', 1), ('맛있는거도', 1), ('아니고', 1), ('그냥', 1), ('한번', 1), ('육회', 1)]",부정
35,고기를 먹으러 가기보다는 부수적인 육회비빔밥이라던지 선지해장국을 먹으러가는게 더 좋다,4.0,0.9086,"[('고기', 1), ('가기', 1), ('부수', 1), ('육회', 1), ('비빔밥', 1), ('선지', 1), ('해장국', 1), ('더', 1), ('좋다', 1)]",긍정
36,고기를 한우 암소를 취급하는 곳이라지만 사람들이 고기 보다는 다른 부수적인 음식을 많이 먹는거 같아요,4.0,0.5768,"[('고기', 2), ('한우', 1), ('암소', 1), ('취급', 1), ('곳', 1), ('사람', 1), ('다른', 1), ('부수', 1), ('음식', 1), ('같아요', 1)]",중립
37,육회비빔밥에 참기름과 고추장이 잘 버부려져 맛깔스러운 자태를!!! 너무 맛있어요 꼴깍 넘어갑니다,4.0,0.9214,"[('육회', 1), ('비빔밥', 1), ('참기름', 1), ('고추장', 1), ('버', 1), ('맛깔', 1), ('자태', 1), ('맛있어요', 1), ('꼴깍', 1)]",긍정
38,밑반찬이 깔끔하게 나온다. 특히 물김치랑 육회비빔밥이랑 먹으면 진짜 꿀맛!,5.0,0.9888,"[('밑반찬', 1), ('깔끔하게', 1), ('물김치', 1), ('육회', 1), ('비빔밥', 1), ('진짜', 1), ('꿀맛', 1)]",긍정
39,손님이 어찌나 많던지.. 지하가 있는거는 처음알았다… 가격이 만만치가 않다..,5.0,0.3791,"[('손님', 1), ('많던지', 1), ('지하가', 1), ('있는거는', 1), ('처음', 1), ('가격', 1), ('만만', 1), ('치가', 1)]",중립
40,남자친구랑가서 돼지김치찌개랑 육회비빔밥이랑 먹었어요 맛있어요^^,4.0,0.984,"[('남자친구', 1), ('돼지', 1), ('김치찌개', 1), ('육회', 1), ('비빔밥', 1), ('맛있어요', 1)]",긍정
41,짱이네유오홋,3.0,0.914,"[('짱', 1), ('유', 1), ('홋', 1)]",긍정
42,가게가 너무 미로같다. 오래되서그런지 낡은 느낌이랑 인테리어도 좀 오래된느낌이들엇음둥,4.0,0.0465,"[('느낌', 2), ('가게', 1), ('미로', 1), ('같다', 1), ('오래되서', 1), ('그런지', 1), ('낡은', 1), ('인테리어', 1), ('좀', 1), ('오래된', 1)]",부정
43,추천메뉴는 육회비빔밥!! 육회비빔밥을 시키면 선지해장국도 같이 나와요 선지해장국을 못먹는 김희철도 여기꺼는 먹는다는 소문이,4.0,0.7964,"[('육회', 2), ('비빔밥', 2), ('선지', 2), ('해장국', 2), ('추천', 1), ('메뉴', 1), ('김희철', 1), ('소문', 1)]",긍정
44,양념갈비랑 냉면이랑 시켜먹으면 정말 맛있다. 근데 물냉은 별로이다. 비냉이 더 맛있다,5.0,0.9128,"[('맛있다', 2), ('양념', 1), ('갈비', 1), ('냉면', 1), ('정말', 1), ('물냉', 1), ('별로', 1), ('비', 1), ('냉이', 1), ('더', 1)]",긍정
45,청담동 맛집으로 유명하죠 메뉴판의 가격표시부터 색다름ㅋㅋ. 가난한사내라갈비탕으로...ㅋ. 맛은짱임ㅋ,5.0,0.9664,"[('청담동', 1), ('맛집', 1), ('유명하죠', 1), ('메뉴판', 1), ('가격', 1), ('표시', 1), ('색다름', 1), ('가난한', 1), ('사내', 1), ('갈비탕', 1)]",긍정
46,육회비빔밥을 시키면 함께 선지해장국이 나오는데 서비스로 주는거 같지 않은 어마한 양.. 정말 가격도 싸고 맛도 좋고 서비스도 좋아횻,5.0,0.6838,"[('서비스', 2), ('육회', 1), ('비빔밥', 1), ('선지', 1), ('해장국', 1), ('같지', 1), ('어마', 1), ('양', 1), ('정말', 1), ('가격', 1)]",긍정
47,육회가 좀 냉동인거같지만 맛은 정말 맛있어요! 양도 너무 많아서 겨우 먹었어요,4.0,0.9765,"[('육회', 1), ('좀', 1), ('냉동', 1), ('같지만', 1), ('맛', 1), ('정말', 1), ('맛있어요', 1), ('양도', 1), ('많아서', 1), ('겨우', 1)]",긍정
48,음식이 전반적으로 조미료 냄새가 안나서 신선해요! 육회비빔밥도 정말 맛있어요~ 맛깔스럽다라고 해야할까? ㅎㅎ,5.0,0.9862,"[('음식', 1), ('전반', 1), ('조미료', 1), ('냄새', 1), ('안나', 1), ('신선해요', 1), ('육회', 1), ('비빔밥', 1), ('정말', 1), ('맛있어요', 1)]",긍정
49,가성비가 좋은 집은 아니에요 특히 고기는!! 그러나 항상 최고의 육질을 유지함에 따라 사람들이 붐비는 원인인듯,5.0,0.978,"[('가성', 1), ('비', 1), ('좋은', 1), ('아니에요', 1), ('고기', 1), ('항상', 1), ('최고', 1), ('육질', 1), ('유지', 1), ('함', 1)]",긍정
50,연예인도 자주 온다는 이곳!! 가면 연예인을 볼수있댓는데 날씨가 추워져서 그런지 못봤어요.. 음식은 잘 먹고왔습니다,5.0,0.775,"[('연예인', 2), ('자주', 1), ('곳', 1), ('가면', 1), ('댓', 1), ('날씨', 1), ('그런지', 1), ('음식', 1)]",긍정
51,육회가 푸짐하게 들어가있는 비빔밥은 만원이라는 금액이 아깝지 않아요!! 이건 진짜 먹어봐야해요,4.0,0.9489,"[('육회', 1), ('비빔밥', 1), ('만원', 1), ('금액', 1), ('아깝지', 1), ('이건', 1), ('진짜', 1), ('야해요', 1)]",긍정
52,수요미식회에나온 연예인많이가는 맛집,5.0,0.4703,"[('요미', 1), ('회', 1), ('온', 1), ('연예인', 1), ('맛집', 1)]",중립
53,연예인들이 다들 한번씩은 다녀갔다고 하는 곳이에요!! 그래서 많이 유명해 진거같넹ㅇㅇ,5.0,0.6645,"[('연예인', 1), ('한번', 1), ('곳', 1), ('유명해', 1), ('진거같넹', 1)]",긍정
54,왜 장사가 잘 되는지 아직 이해하기가 힘든거같아요.. 아직 내공이 부족한 탓이겠죠?ㅎㅎ 다시 찾을지는 모르겠어요,5.0,0.7571,"[('왜', 1), ('장사', 1), ('이해', 1), ('힘든거', 1), ('같아요', 1), ('내공', 1), ('부족한', 1), ('탓', 1), ('다시', 1)]",긍정
55,육회랑 생고기먹었어요 가격은 착하진않지만 마블링이랑 색깔부터가 굳 맛있습니다,3.0,0.8854,"[('육회', 1), ('생', 1), ('고기', 1), ('가격', 1), ('착하진', 1), ('마블링', 1), ('색깔', 1), ('굳', 1), ('맛있습니다', 1)]",긍정
56,"술마시고 새벽에 친구들이랑 자주갑니다ㅋㅋ 멸치김치찌개,육회비빔밥자주먹는데 선지해장국 짱!",5.0,0.928,"[('자주', 2), ('술', 1), ('새벽', 1), ('친구', 1), ('멸치', 1), ('김치찌개', 1), ('육회', 1), ('비빔밥', 1), ('선지', 1), ('해장국', 1)]",긍정
57,김과 육회가 듬뿍 들어있는 비빔밥!! 정말 맛도 최고 퀄리티도 최고!! 너무 맛있어요!!,5.0,0.9977,"[('최고', 2), ('김', 1), ('육회', 1), ('듬뿍', 1), ('비빔밥', 1), ('정말', 1), ('맛', 1), ('퀄리티', 1), ('맛있어요', 1)]",긍정
58,육회비빔밥이 유명하다 이거와 선지 해장국을 먹으면 든든하다 ♡,5.0,0.9161,"[('육회', 1), ('비빔밥', 1), ('유명하다', 1), ('거', 1), ('선지', 1), ('해장국', 1), ('든든하다', 1)]",긍정
59,고기질이 그렇게 엄청 좋은거 같지는 않아요! 눈으로 볼때는 좋아보이지만 먹으면 그렇지 못하다는점 ★,5.0,0.6077,"[('기질', 1), ('좋은', 1), ('거', 1), ('같지는', 1), ('눈', 1), ('볼때', 1), ('좋', 1), ('아보', 1), ('그렇지', 1), ('점', 1)]",중립
60,육회… 너무 비싸요.. 가격이.. 김치찌개나 냉면은 그냥 그랬어요ㅋ,2.0,0.0201,"[('육회', 1), ('비싸요', 1), ('가격', 1), ('김치찌개', 1), ('냉면', 1), ('그냥', 1), ('그랬어요', 1)]",부정
