,document,score,review_score,most_words,Pos_Neu_Neg
30,가게안에 진열된 신선한 과일들 !!! 그냥 지름신이 ㅠㅠㅠ 마구마구 주문하고 싶음 ㅠ 일단 진정하고 청포도 주스를 시킴 ! 크앙 너무 상콤해 bb ㅎㅎㅎ,5.0,0.9315,"[('진열', 1), ('신선한', 1), ('과일', 1), ('그냥', 1), ('지름신', 1), ('주문', 1), ('일단', 1), ('진정하고', 1), ('청포도', 1), ('주스', 1)]",긍정
31,엄마랑 가서 치킨셀러드 먹었는데 바삭한 맛이 최고bbbb,4.0,0.9932,"[('엄마', 1), ('치킨', 1), ('셀러', 1), ('드', 1), ('바삭', 1), ('맛', 1), ('최고', 1)]",긍정
32,모짜렐라 토마토 파니니 먹었는데 방이 조금 까만색이에요. 푸짐해서 둘어 먹었는데 남았어요 ㅎㅎ,4.0,0.9542,"[('모짜렐라', 1), ('토마토', 1), ('파니니', 1), ('방이', 1), ('조금', 1), ('까만색', 1), ('짐', 1)]",긍정
33,강남역 파니니 검색하면 바로 등장하는 마마스ㅋㅋㅋㅋ 샌드위치로 유명한데 전 왜 이제알았죠ㅠㅠ?,4.0,0.7153,"[('강남역', 1), ('파니니', 1), ('검색', 1), ('바로', 1), ('등장', 1), ('마', 1), ('마스', 1), ('샌드위치', 1), ('유명한데', 1), ('전', 1)]",긍정
34,리코타치즈샐러드먹고옴! 빵은 리필 가능. 강남역 8번출구로 나와 두블럭 다음에 좌회전! 찾기쉬워용,5.0,0.8874,"[('리코', 1), ('치즈', 1), ('샐러드', 1), ('옴', 1), ('빵', 1), ('리필', 1), ('가능', 1), ('강남역', 1), ('번', 1), ('출구', 1)]",긍정
35,파니니에는 피클 !!!피클 네번 채워서 !먹음 >_<!!! 느끼할 수도 있는데 ! 피클이 살림! 부드러운 치즈 너무 맛있다 !!!,4.0,0.9939,"[('피클', 3), ('파니니', 1), ('번', 1), ('먹음', 1), ('느끼할', 1), ('수도', 1), ('있는데', 1), ('살림', 1), ('부드러운', 1), ('치즈', 1)]",긍정
36,여기 조명이 넘 이뻐요. 예쁜 조명아래서 먹으니 더 맛있는 듯.,5.0,0.9898,"[('조명', 2), ('여기', 1), ('이뻐요', 1), ('예쁜', 1), ('아래', 1), ('더', 1), ('맛있는', 1), ('듯', 1)]",긍정
37,파니니의 종류가 다양하고 브런치로 먹기 딱 좋은 것 같음. 거의 한끼 해결할 수 있을 정도라서 밥을 배불리 먹고온다면 그냥 주스나 차를 마시는게 나을듯.,5.0,0.9758,"[('파니니', 1), ('종류', 1), ('다양하고', 1), ('브런치', 1), ('먹기', 1), ('좋은', 1), ('것', 1), ('같음', 1), ('거의', 1), ('끼', 1)]",긍정
38,사람이 많다보니 테이블이 더 들여놓은 느낌이었어요. 그래서 다닥다닥 붙어있어 불편했지만 파니니와 주스는 맛있었어요.,5.0,0.8485,"[('사람', 1), ('많다', 1), ('테이블', 1), ('더', 1), ('불편했지만', 1), ('파니니', 1), ('주스', 1), ('맛있었어요', 1)]",긍정
39,카페 마마스 하면 리코타 치즈 샐러드죠 ㅎㅎ 항상 가서 먹는 메뉴에요.,5.0,0.9881,"[('카페', 1), ('마', 1), ('마스', 1), ('리', 1), ('코타', 1), ('치즈', 1), ('샐러드', 1), ('항상', 1), ('메뉴', 1)]",긍정
40,달달한 허니까망베르치즈 파니니 치즈가 줄줄 흘러나올정도로 듬뿍 주셔서 감사했어요.,5.0,0.9496,"[('치즈', 2), ('달달', 1), ('허니', 1), ('까망베르', 1), ('파니니', 1), ('줄줄', 1), ('정도', 1), ('듬뿍', 1)]",긍정
41,맛있는데 배까지 부른 파니니 !!!! 카페분위기도 좋았어요 ㅎㅎ  담에 브런치로 먹으러 와야겠어요 bb 종류별로 파니니를 먹어보고싶네요 !,4.0,0.9827,"[('파니니', 2), ('맛있는데', 1), ('배', 1), ('카페', 1), ('분위기', 1), ('좋았어요', 1), ('담', 1), ('브런치', 1), ('종류', 1), ('별로', 1)]",긍정
42,사람이 많아서 ㅠ 자리가 많이 어수선해서 아쉬웠지만 ! 파니니가 맛있어서 패스하기로 했다 !!!!  청포도 주스도 깔끔하고 상큼해서 좋았다 !,5.0,0.8814,"[('사람', 1), ('많아서', 1), ('자리', 1), ('어수선해서', 1), ('아쉬웠지만', 1), ('파니니', 1), ('맛있어서', 1), ('패스', 1), ('청포도', 1), ('주스', 1)]",긍정
43,항상 모짜렐라 토마토 파니니만 먹다가 소고기 가지 파니니에 도전해봤는데 이것도 맛있더라구요.,4.0,0.9868,"[('파니니', 2), ('항상', 1), ('모짜렐라', 1), ('토마토', 1), ('소고기', 1), ('가지', 1), ('도전', 1), ('것', 1), ('맛있더라구요', 1)]",긍정
44,사람이 너무 많아서 놀랬어요 ㅠ 저희오고 나서는 자리가 없어서 ㅠ 기다리는 분들도 있으시더라구요ㅠ 파니니 비주얼짱 bb  따뜻한 빵에 치즈가 쭉 비집고 나와서 bb  짱 맛 bb,5.0,0.4114,"[('사람', 1), ('많아서', 1), ('놀랬어요', 1), ('오', 1), ('자리', 1), ('없어서', 1), ('분', 1), ('있으시더라구요', 1), ('파니니', 1), ('비주', 1)]",중립
45,리코타 치즈 위에 말린라즈베리 너무 잘 어울렸다 ! 풍성한 샐러드 였다 ! 감자 스프는 부드럽게 달래줘서 행복했음!!!식욕이 더 돋구는것 같은 음식이었다 !,5.0,0.9571,"[('리', 1), ('코타', 1), ('치즈', 1), ('위', 1), ('라즈베리', 1), ('성한', 1), ('샐러드', 1), ('감자', 1), ('스프', 1), ('부드럽게', 1)]",긍정
46,홈메이드 느낌이 물씬 풍겨서 좋았었당 ㅎㅎ 주방이 보이도록 되어있다는 점에 신뢰도가 생겨서 좋은것 같다!청포도 너무 맛있어서 또 한잔 사먹었닼ㅋㅋㅋ,5.0,0.9878,"[('홈', 1), ('메이드', 1), ('느낌', 1), ('물씬', 1), ('좋았었당', 1), ('주방', 1), ('점', 1), ('신뢰', 1), ('도', 1), ('좋은', 1)]",긍정
47,리코타 치즈에 레몬향이 강하긴 했지만 심하진 않음. 가격도 착함. 파니니 빵 특성상 딱딱하지만 치즈가 부드러워 괜찮았음.,4.0,0.9127,"[('치즈', 2), ('리', 1), ('코타', 1), ('레몬', 1), ('향', 1), ('강하긴', 1), ('심하진', 1), ('가격', 1), ('착함', 1), ('파니니', 1)]",긍정
48,"소고기 가지 파니니 8900, 청포도 주스 4500이에요. 13400 원의 행복이랍니다.",4.0,0.8947,"[('소고기', 1), ('가지', 1), ('파니니', 1), ('청포도', 1), ('주스', 1), ('원', 1), ('행복', 1), ('랍니', 1)]",긍정
49,카페 한켠에 먹음직 스러워 보이는 과일들이 한가득 담겨있어 과일 색깔이 너무나도 이쁘네요 ㅎㅎㅎ 식감을 자극하는 색이에요 ㅎㅎㅎ,4.0,0.9855,"[('과일', 2), ('카페', 1), ('먹음', 1), ('직', 1), ('스러워', 1), ('색깔', 1), ('이쁘네요', 1), ('식감', 1), ('자극', 1), ('색', 1)]",긍정
50,데이트장소로 추천!! 그치만 샌트위치가 너무 커서 질질 흘릴 위험이 있으니 약간 오래된 커플한테 강추강추,4.0,0.484,"[('데이트', 1), ('장소', 1), ('추천', 1), ('트위치', 1), ('커서', 1), ('질질', 1), ('위험', 1), ('있으니', 1), ('약간', 1), ('오래된', 1)]",중립
51,점심시간때가서 주변직장인분들이 많으시더라구요 ㅠ  담엔 피해서 와야겠어요 ㅠ 친구랑 둘이가서 샐러드 하나랑 파니니하나 주스 이렇게 시켰는데 적당했던것 같아요 ㅎㅎㅎㅎㅎ,5.0,0.7223,"[('하나', 2), ('점심시간', 1), ('때', 1), ('주변', 1), ('직장인', 1), ('많으시더라구요', 1), ('담', 1), ('피해', 1), ('친구', 1), ('샐러드', 1)]",긍정
52,>_<파니니 속에서 내려오는 >_< 치즈치즈 !! 주르르륵 ! 내 침도 주르르륵 !감자스프도 맛있었다  안 맛있는게 있을까 ㅠ  다 맛있어 ㅠ,5.0,0.3979,"[('치즈', 2), ('주르르', 2), ('륵', 2), ('파니니', 1), ('속', 1), ('내', 1), ('침', 1), ('감자', 1), ('스프', 1), ('맛있었다', 1)]",중립
53,도착하자마자 대기사 명단에 이름부터 써야함 ! 안그럼 한참 기다려야 함 ! 날씨좋아서 밖에서 기다리면 다행임 ㅠ 나때는 날씨 안좋음 ㅠ,4.0,0.3575,"[('함', 2), ('날씨', 2), ('도착', 1), ('자마자', 1), ('기사', 1), ('명단', 1), ('이름', 1), ('그럼', 1), ('한참', 1), ('좋아서', 1)]",중립
54,음료 파인애플쥬스와 레몬에이드를 마셨는데요 생과일이라서 그런지 맛있었어요 ㅎㅎ 건강쥬스 먹는 기분좋은 느낌이었어요  ㅎㅎ 소고기 가지 파니니도 소고기에 가지의 조화가 생각보다 좋았어요 ㅎㅎㅎ,5.0,0.9897,"[('쥬스', 2), ('소고기', 2), ('가지', 2), ('음료', 1), ('파인애플', 1), ('레몬에이드', 1), ('생', 1), ('과일', 1), ('그런지', 1), ('맛있었어요', 1)]",긍정
55,아기자기한 인테리어들이 아기자기하게 배치되었음 ! 리코타 치즈 샐러드 치즈가 정말 담백하고 깔끔함!!,5.0,0.9921,"[('치즈', 2), ('아기자기한', 1), ('인테리어', 1), ('아기자기하게', 1), ('배치', 1), ('리', 1), ('코타', 1), ('샐러드', 1), ('정말', 1), ('담백하고', 1)]",긍정
56,청포도주스가 맛있는건 인정해요. 그런데 시럽을 그렇게 많이 넣으면 그런맛이 안날수가 없음 ㅋㅋㅋㅋㅋㅋ,3.5,0.8344,"[('청포도', 1), ('주스', 1), ('맛있는건', 1), ('인정', 1), ('시럽', 1), ('맛', 1), ('없음', 1)]",긍정
57,여자둘이 리코타치즈샐러드+햄치즈빠니니+청포도주스 각자1개 먹으니 좀 많네요~! 개인적으로 빠니니는 그럭저럭입니다,3.5,0.3656,"[('치즈', 2), ('여자', 1), ('둘', 1), ('리코', 1), ('샐러드', 1), ('햄', 1), ('청포도', 1), ('주스', 1), ('각자', 1), ('개', 1)]",중립
58,다 좋은데 엄지손가락만한 바퀴벌레가 기어뎅기더군요 쇼크,4.0,0.8923,"[('좋은데', 1), ('엄지손가락', 1), ('바퀴벌레', 1), ('기어', 1), ('뎅', 1), ('쇼크', 1)]",긍정
59,친한 언니랑 자주가는 곳이에요. 강남역 8번 출구로 나와서 조금 걸으면 되요.,5.0,0.7732,"[('친한', 1), ('언니', 1), ('자주', 1), ('곳', 1), ('강남역', 1), ('번', 1), ('출구', 1), ('조금', 1)]",긍정
60,파니니 치즈가 나오는 모습이 명관이에요 !!!!! 먹기도 전에 군침이 !!!! 부드러운 치즈에 버섯도 있어서 더 맛이 풍부해지는 것 같아요! 따뜻한 차도 좋지만 상큼한 오렌지 주스가 저는 더 좋네요 !,4.0,0.9623,"[('치즈', 2), ('더', 2), ('파니니', 1), ('모습', 1), ('명관', 1), ('먹기', 1), ('전', 1), ('군침', 1), ('부드러운', 1), ('버섯', 1)]",긍정
61,가격대는 약 7000원에서 만원선? 대부분 7-8천원 하는거같아요ㅋㅋ 브런치로 적당한듯,5.0,0.305,"[('가격', 1), ('약', 1), ('원선', 1), ('대부분', 1), ('같아요', 1), ('브런치', 1), ('적당한듯', 1)]",부정
62,입 쫙 벌리고 클럽샌드위치 한입ㅎㅎ 여기는 다 좋은데 샌드위치가 너무 높아서…한입에 먹기 불가능,5.0,0.3188,"[('입', 3), ('샌드위치', 2), ('쫙', 1), ('클럽', 1), ('좋은데', 1), ('높아서', 1), ('먹기', 1), ('불가능', 1)]",부정
63,"햄치즈 샌드위치, 클럽샌드위치, 연어샌드위치 먹어봤는데 다 성공적이었어요! 다음엔 리코타치즈샐러드 도전~~~",4.0,0.8811,"[('샌드위치', 3), ('치즈', 2), ('햄', 1), ('클럽', 1), ('연어', 1), ('성공', 1), ('다음', 1), ('리코', 1), ('샐러드', 1), ('도전', 1)]",긍정
64,대표 메뉴인 모짜렐라 토마토 파니니 먹었어요. 토마토와 모짜렐라 치즈의 조합이 정말 GOOD!,4.0,0.5945,"[('모짜렐라', 2), ('토마토', 2), ('대표', 1), ('메뉴인', 1), ('파니니', 1), ('치즈', 1), ('조합', 1), ('정말', 1)]",중립
65,리코타치즈 샐러드는 포장용도 있어서 가끔 집가는길에 자주 사가요 ㅎㅎ 리코타 치즈를 진짜 듬뿍주셔서 이렇게 많이 주셔도 되나 싶을정도에요!!,4.0,0.9203,"[('치즈', 2), ('리코', 1), ('샐러드', 1), ('포장', 1), ('용도', 1), ('있어서', 1), ('가끔', 1), ('길', 1), ('자주', 1), ('사가', 1)]",긍정
66,파니니 너무 좋은음식인듯! 다이어트중이라 ! 다른 토핑이 들지 않은 파니니를 시켰는데 정말 꿀 맛이었음 !!!!!! 생과일 주스도 꿀이었음 !!!!!,5.0,0.9712,"[('파니니', 2), ('좋은', 1), ('음식', 1), ('듯', 1), ('다이어트', 1), ('다른', 1), ('토핑', 1), ('정말', 1), ('꿀', 1), ('맛', 1)]",긍정
67,파니니뿐만아니라 샌드위치등 다양한 브런치 메뉴들이 있는데 비쥬얼은 파니니가 짱이라 파니니 먹음 !!! 탁월한 선택이었음 !!!,5.0,0.9801,"[('파니니', 3), ('아니라', 1), ('샌드위치', 1), ('등', 1), ('다양한', 1), ('브런치', 1), ('메뉴', 1), ('있는데', 1), ('비쥬', 1), ('짱', 1)]",긍정
68,카페 마마스에서 청포도 주스가 유명하데서 먹었는데. 상큼한 포도맛에 반했어요.,5.0,0.9841,"[('카페', 1), ('마', 1), ('마스', 1), ('청포도', 1), ('주스', 1), ('유명하데서', 1), ('상큼', 1), ('포도', 1), ('맛', 1), ('반했어', 1)]",긍정
69,리코타 샐러드에 나오는빵 리필 가능!! 두번 먹음 !!! 담에는 세번도 먹을 수있을것같음.  머쉬룸 파니니는 진짜 깜끔한 맛인것 같음 어른 입맛느낌임.,4.0,0.7699,"[('같음', 2), ('리', 1), ('코타', 1), ('샐러드', 1), ('빵', 1), ('리필', 1), ('가능', 1), ('번', 1), ('먹음', 1), ('담', 1)]",긍정
70,친구가 추천한 리코타 치즈 샐러드 먹었는데 느끼하지않고 상큼하고 고소한 맛에 반했어요.,4.0,0.9754,"[('친구', 1), ('추천', 1), ('리', 1), ('코타', 1), ('치즈', 1), ('샐러드', 1), ('느끼하지', 1), ('상큼', 1), ('고소한', 1), ('맛', 1)]",긍정
71,너무비싸졋음.. 시청 초기땐 빠니니하나에 4천원이면 먹었는데 두배가 넘게 오른지금 배짱장사..  하지만 원조니만큼 맛은잇음,3.0,0.0224,"[('비싸', 1), ('졋음', 1), ('시청', 1), ('초기', 1), ('땐', 1), ('배', 1), ('지금', 1), ('배짱', 1), ('장사', 1), ('조니', 1)]",부정
72,사람이 많아서 복잡하긴 했지만 시간잘 맞춰서 온다면 별탈은 없을 것 같음.  가까이에 사는 분들은 포장해서 가는게 훨씬 빠를듯 뭔가 포장이 빨리나왔음.,4.0,0.8262,"[('포장', 2), ('사람', 1), ('많아서', 1), ('복잡하긴', 1), ('시간', 1), ('별탈', 1), ('없을', 1), ('것', 1), ('같음', 1), ('가까이', 1)]",긍정
73,마마스는 어느 지점이든 웨이팅이 정말............... 리코타치즈샐러드는 물론 best of the best ) 감자스프 진하고 정말 맛잇어요!,4.0,0.9398,"[('정말', 2), ('마', 1), ('마스', 1), ('지점', 1), ('웨이팅', 1), ('리코', 1), ('치즈', 1), ('샐러드', 1), ('감자', 1), ('스프', 1)]",긍정
74,자몽주스와 리코타 치즈 샐러드는 잘어울리는 것같아 !! 친구는 청포도가 좋다고 말했지만 ! 나는 자몽이 좋다 !!! 씁쓸하면서 더 리코타 치즈랑 잘 어울리는듯 ?,5.0,0.977,"[('리', 2), ('코타', 2), ('치즈', 2), ('자몽주스', 1), ('샐러드', 1), ('것', 1), ('같아', 1), ('친구', 1), ('청포도', 1), ('좋다고', 1)]",긍정
75,점심시간에 가면 사람이 항상 많은데 살짝 일찍가서 기다리지 않고 여유있게 먹음,4.0,0.9374,"[('점심시간', 1), ('가면', 1), ('사람', 1), ('항상', 1), ('많은데', 1), ('살짝', 1), ('일찍', 1), ('여유', 1), ('있게', 1), ('먹음', 1)]",긍정
76,매일가면 꼭 시켜먹는 청포도 주스 ! 다른건 내 눈에 안들어옴 . 다른 주스도 많지만 마마스는 청포도인듯.,5.0,0.961,"[('청포도', 2), ('주스', 2), ('가면', 1), ('꼭', 1), ('다른건', 1), ('내', 1), ('눈', 1), ('다른', 1), ('많지만', 1), ('마', 1)]",긍정
77,인기절정 카페 ! 대기 손님들 많이 있네요 ! 예쁜 꽃밭이 한켠에 가꾸어져 있어 꽃을 보면서 기다렸어요 ㅎㅎ,4.0,0.981,"[('인기', 1), ('절정', 1), ('카페', 1), ('대기', 1), ('손님', 1), ('있네요', 1), ('예쁜', 1), ('꽃밭', 1), ('있어', 1), ('꽃', 1)]",긍정
78,리코타치즈샐러드와 청포도쥬스가맛있는 마마스~ 첸점이라 보기쉬워용,5.0,0.9714,"[('리코', 1), ('치즈', 1), ('샐러드', 1), ('청포도', 1), ('쥬스', 1), ('맛있는', 1), ('마', 1), ('마스', 1), ('첸점', 1), ('보기', 1)]",긍정
79,시원한 날씨에 더위식히러 들어가서 청포도 주스 먹었어요. 캬~ 넘 맛있어 원샷했어요.,5.0,0.9894,"[('시원한', 1), ('날씨', 1), ('더위', 1), ('청포도', 1), ('주스', 1), ('캬', 1), ('맛있어', 1), ('원샷', 1)]",긍정
80,여기는 특히 청포도쥬스 강추합니당ㅋㅋ 전 다른 음료는 안먹구 이것만 먹고있어요,4.0,0.9564,"[('청포도', 1), ('쥬스', 1), ('강', 1), ('추합니당', 1), ('전', 1), ('다른', 1), ('음료', 1), ('것', 1)]",긍정
81,쌜러드에 올려 있는 빵도 맛있어서 순식간에 없어지고 한번 더 리필해서 먹어도될듯ㅋ,4.0,0.9614,"[('쌜러드', 1), ('있는', 1), ('빵', 1), ('맛있어서', 1), ('순식간', 1), ('한번', 1), ('더', 1), ('리필', 1)]",긍정
82,모짜렐라 토마토 파니니!! 역시 치즈에는 토마토죠!!!!! 담백한 맛에 토마토까지 먹으니까 깔끔함bb 그릇도 개성있고 가져가고 싶음 ㅠ,4.0,0.8295,"[('토마토', 3), ('모짜렐라', 1), ('파니니', 1), ('역시', 1), ('치즈', 1), ('담백한', 1), ('맛', 1), ('깔끔함', 1), ('그릇', 1), ('개성', 1)]",긍정
83,빵 식감도 좋고 ㅎ 친구는 파니니빵이 질기다고 하는데 저는 전혀 모르겠더라구요 ㅎㅎㅎ 맛있기만 했어요 ㅎㅎ 부드러운 리코타 치즈에 발라먹으니까 너무 맛있네요 ㅎㅎ,5.0,0.9964,"[('빵', 2), ('식', 1), ('좋고', 1), ('친구', 1), ('파니니', 1), ('질', 1), ('저', 1), ('전혀', 1), ('맛있기만', 1), ('부드러운', 1)]",긍정
